,title,video_id,channel_title,channel_id,description,date,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,country
0,한국 예능 야구 레전드를 보고 현웃터진 미국인 반응,AEl5RAzF0lQ,BODA 보다,UCoCvTlU0KpNYwnMIgs7MPrA,KBO #한국야구 #예능짤 #MLB 오늘은 미국에서 온 김태균씨와 한국에 레전드 야구 짤들 봤는데요 미국인의 반응은 어떨까요? 영상에서 보시죠! 고고~ ♥ BODA 영상 ...,2020-07-02,62865.0,755.0,21.0,0.0,114.0,미국
2,&quot;한국 스타일 무섭네!&quot; 한국의 건물사진에 깜짝놀란 스페인 반응과 네티즌 반응,It69uJHJIuA,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"한국의 건물사진에 깜짝놀란 스페인 반응과 네티즌 반응을 다뤘습니다. * 구네스북 그래픽 디자인은 자체 제작되었고, 자료사진과 자료영상은 라이센스비용을 적법 ...",2020-07-06,249430.0,5237.0,196.0,0.0,390.0,스페인
3,한국 LG OLED TV의인기비결은???해외반응 – 일본이것이 한국의 기술이다!!일본방송에서 극찬하는 반응,1SIA3ukXyhc,데보이,UC9Uf0ZCFKKy65uCOf6oCrOQ,해외반응#한국해외반응#일본 한국 LG OLED TV의 인기비결은??? 해외반응 – 일본 이것이 한국의 기술이다!! 일본방송에서 극찬하는 반응 Music provided by 브금 ...,2020-07-04,232245.0,2439.0,119.0,0.0,148.0,일본
4,한국 마스크를 처음 써보고 놀라운 반응을 보여주는 이탈리아 남자! 그 이유는?,3LwSAs3eeQA,레만 Reman [로마사는 한국남자],UC0MhsY1Nc467re-66o6xwRg,이탈리아 남자 알레한테 한국 마스크를 선물해주었습니다. 알레 반응이 정말 대박이네요 ㅎㅎ 다시 한 번 선물해주신 분께 감사드립니다. #이탈리아 #한국 #반응.,2020-07-01,43407.0,1455.0,20.0,0.0,65.0,이탈리아
7,난생 처음 한국PC방을 경험하고 충격받은 미국인 반응,aL5ZnfrdPUU,에이 스토리 A STORY,UCudezj2i6R94QOPqGJhbZwg,오늘은 미국인 에밀리님을 모시고 한국 PC방에 가보았습니다 에밀리님이랑 게임을 같이 해봤는데요 과연 에밀리님은 어떠셨을까요? 궁금하시다면 지금바로 영상 ...,2020-07-03,114617.0,2834.0,53.0,0.0,191.0,미국
11,"[일본반응] 서양인 &quot;한국 드라마,영화,음악 모두 퀄리티 너무 좋잖아?&quot;",0lI-eJR3m7I,해외네티즌반응,UCWChazNpbbTMk1jCaRSwrvw,"http://www.gasengi.com (가생이닷컴 공식 제휴 채널) ☆ 일본의 여러 방송에서는 사랑의 불시착에 빠져있다는 연예인들의 말도 자주나오고, 일본 언론 및 잡지에서는 ...",2020-07-02,146744.0,2615.0,66.0,0.0,241.0,일본
15,중국반응│한국의 신형무기를 분석하는 중국│주변국 긴장시킬만한 대한민국 신형무기들│한국 최신무기 특징 현무4 항공모함 잠수함 탄도미사일│중국어로[路],Bp8zHMZZqTM,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,중국은 물론 주변 나라들이 긴장하고 주시하는 한국의 신형무기들 대한민국의 군사력이 다시한번 떡상합니다! 한국 군사력 증강! ​ #중국반응 #대한민국 #신형무기.,2020-07-04,544691.0,5303.0,214.0,0.0,687.0,중국
16,한국의사 한마디에 충격받고 한국병원 극찬한 미국인 글 보고 열광하는 해외네티즌 반응  | 미국병원에서 받은 수술에 대한 놀라운 사실을 알게 된 상황,Bkp4gNYuJzg,오땅튜브,UCBcABLsjY43MKEHOQ_Nz6_w,한국의 병원과 의료시스템이 수많은 해외 네티즌들의 찬사를 한몸에 받고 있습니다. 최근 한국병원과 미국병원을 비교한 한 미국네티즌의 생생한 경험담이 최근 미국 ...,2020-07-04,2236237.0,30336.0,1572.0,0.0,3666.0,미국
17,[해외반응] 한국 도심 한가운데서 외국인들의 이해할 수 없는 행동에 &quot;이 소식을 본 미국에서도 충격&quot;,u_7dWL3hhuA,세상을말하다,UCSIx66_89zLSFOucZuBqxMQ,"구독하기 : https://bit.ly/34TlXrB “나는 지난 주말에 한국의 부산에 있었고, 휴가 중인 미군들은 이렇게 7월 4일을 축하하고 있다” 라는 제목의 글이었으며, 끝으로 “민망 ...",2020-07-06,10204.0,202.0,12.0,0.0,44.0,미국
19,[해외반응] 외국인 배구선수가 미국 언론에 극찬한 한국의 K-방역과 시민의식! GS칼텍스 메레타 러츠가 기고문에서 비교한 한미대응 소개! #메레타러츠 #gs칼텍스 #현지반응,ZMoXgMEDDNI,싸인왕GraphKing,UCC8xSDan3DwHRsnGxULjqaA,싸인왕 구독: https://www.youtube.com/channel/UCC8xSDan3DwHRsnGxULjqaA #미국반응 #현지반응 #미국현지반응 #미국반응 #프로배구 #GS #칼텍스 #브이 ...,2020-07-07,4156.0,68.0,9.0,0.0,21.0,미국
20,해외반응 일본반응 한국 일본 군사 전쟁 ! 현무4 미사일로 침몰 작전 ! 일본 정복 ! 세계 한국군 국방무기 !,UNpl1tDwbDw,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 한국군이 보유한 현무 미사일 그리고 새롭게 개발중인 첨단 현무4 미사일 그밖에도 항공모함 KDDX 이지스 구축함 핵잠수함 KFX ...,2020-07-02,114579.0,1350.0,72.0,0.0,215.0,일본
21,"[해외반응] 같은 무릎수술을 한국과 미국에서 각각 받아본 미국인 비교 체험기, 한국의 의료서비스 직접받아본 외국인들이 극찬하는 이유",24BOgB40rac,팩튜브,UCMYdWhFzXlu4b7KViEUmTWg,,2020-07-07,20727.0,571.0,14.0,0.0,30.0,미국
22,[해외반응] &quot;필리핀 베트남 보다 최악의 나라&quot; 한국은 쓰레기통이라 무시했던 영국이 이제는 눈물 흘리며 사과하는 이유,6fdcm4-U1N8,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#베트남반응#외신반응.,2020-07-01,48476.0,1881.0,57.0,0.0,125.0,영국 베트남 필리핀
24,[해외반응] 한국 이용해 세계를 상대로 사기 치다 적발된 베트남 언론사에서 한국 기사가 모두 삭제된 이유,XsXTzsyh_m4,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #베트남#베트남반응#해외반응.,2020-07-02,123762.0,3141.0,67.0,0.0,343.0,베트남
26,(해외반응) 한국TV프로그램을 본 일본인들 반응/ 일본인 스스로가 진실을 말해도 목소리가 묻힌다.          #해외반응 #일본반응 #네티즌반응,xBAgNyGvuFQ,헐이슈 TV,UCcyRTiuJ24CsOCRZdGvx-qw,이번영상에서는 한국의 TV 프로그램을 본 한 일본인이 트위터에 글을 올려 많은 일본인들의 호응을 받고 있는 소식을 살펴봅니다. 그리고 일본매체에서 소개되었던 2 ...,2020-07-01,3449.0,76.0,3.0,0.0,23.0,일본
27,해외반응 일본반응 한국의 KFX 전투기 극초음속 미사일로 무장! 충격 경악한 일본 ! 세계 강대국 한국군 !,lCR94v1_jIE,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 한국 공군이 개발하는 첨단 KFX 전투기 에 탑재되는 극초음속 미사일 ! 현무4 미사일 그밖에도 항공모함 대한민국의 놀라운 자랑 ...,2020-07-04,47202.0,733.0,33.0,0.0,65.0,일본
28,[일본반응] 아이즈원 미야와키 사쿠라 한국에서 급성장 일본 네티즌 반응 &#39;성형운운은 초딩수준 뇌야&#39; (IZ*ONE Miyawaki Sakura),E9l3uljY4fQ,세계댓글,UC8RQXRTUOe_sNqqKgRJd-DQ,[세계댓글] 재미있게 보셨다면 좋아요 구독 부탁드리며 재미있게 봐주셔서 감사합니다. 구독하기 ☞ http://bitly.kr/SpVV5uJivIZ 야후제팬에 아이즈원 미야와키 사쿠라 ...,2020-07-03,198690.0,1733.0,79.0,0.0,435.0,일본
29,"[해외반응] 미국,스페인 은 물론,일본까지도 한국의 KBO 리그의 교본을 따라서 운영을 하고 있다는데... 그 자세한 내막과 미국 ESPN 이 밝힌 한국야구 인기의 실상은?",VEa8atV7NL8,세상통 해외반응,UCorzNmtkrbCgjF9kpP8werg,"[해외반응] 미국,스페인 은 물론,일본까지도 한국의 KBO 리그의 교본을 따라서 운영을 하고 있다는데... 그 자세한 내막과 미국 ESPN 이 밝힌 한국야구 인기의 실상은 ...",2020-07-05,11157.0,238.0,10.0,0.0,7.0,일본 미국 스페인
31,해외반응 일본반응 한국의 미래 첨단 전기차 배터리 기술은 세계 최고 ! 깜짝놀란 일본 ! 기업 경제 순위 !,F2t0a-w7--Y,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 한국의 반도체 다음으로 중요한 미래 먹거리 산업 전기차 배터리 ! 파나소닉을 이기고 일본 정복 까지 가능한 상황이군요 아베 가 ...,2020-07-01,18513.0,434.0,11.0,0.0,11.0,일본
32,[일본반응] 드디어 한국이 AESA레이더 완제품 개발에 성공! 해외에서도 놀란 기대이상 성능에 일본은 불가능하다며 충격,R0QTPgrMMkY,세상을말하다,UCSIx66_89zLSFOucZuBqxMQ,구독하기 : https://bit.ly/34TlXrB 드디어 주변국과 많은 강대국들을 긴장시킬 한국형 전투기 KFX 개발에 박차를 가해줄 AESA 레이더(위상배열 레이더) 완제품 개발에 ...,2020-07-04,16200.0,369.0,25.0,0.0,34.0,일본
33,한국과 관련된 전자 안내판을 비난하고 나선 일본네티즌반응과 일본상황,BBsqzLcq_Xo,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"한국과 관련된 안내판을 비난하고 나선 일본반응과 일본상황을 다뤘습니다. * 구네스북 그래픽 디자인은 자체 제작되었고, 자료사진과 자료영상은 라이센스비용을 ...",2020-07-07,108832.0,2755.0,79.0,0.0,186.0,일본
34,"[일본반응] 美선정, 세계 최고의 라면은 한국의 &quot;신라면 블랙&quot; &quot;또 재발하는 일본의 열등감&quot;",PQaf-0htLzE,베이비버그 BabyBug,UCwi3lDb3ovlUO_Ds6QfdKqA,"""구독과 좋아요 그리고 ""알림설정""을 꼭 눌러주세요"" ""생각은 댓글에 남겨주세요"" (내용) ▷미국 3대 일간지 '뉴욕타임즈'가 세계에서 가장 맛있는 라면으로.",2020-07-03,46670.0,1281.0,41.0,0.0,193.0,일본
35,프랑스 남자에게 한국브랜드의 빵을 줘봤어요. 과연 반응은?,bS6M__p8zPU,SOLTUBE솔튜브,UCOLOO8-5PkDL3qTQP1CgkrQ,"안녕하세요, 채널 방문해주셔서 감사드려요! 재미와 유익함을 드리기위해 더 노력하는 솔튜브 되겠습니다. 구독과 좋아요, 댓글은 사랑입니다♥ 유튜브 채널: ...",2020-07-06,256.0,10.0,0.0,0.0,0.0,프랑스
36,해외반응 일본반응 한국의 반도체 삼성 영업이익 SSD 수출 대만을 제치고 세계 1위 기업 경제 순위 !,jGfULRqsmao,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 삼성 반도체 SK LG 기업 2분기 영업이익 인기급상승동영상1위 한국 VS 일본 비교 세계 경제 순위 10위에 들어간 한국 반대로 ...,2020-07-07,12721.0,330.0,13.0,0.0,15.0,대만 일본
37,해외반응 일본반응 한국의 항공모함 KCVX ! 국산 첨단 기술로 개발! 깜짝놀란 일본 ! 세계 강대국 한국군 !,PNbvf9r4cu8,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 인기급상승동영상1위 한국 해군이 개발하는 한국형 항공모함 KCVX ! 함재기는 F-35 항모 전단은 KDDX 이지스 구축함 세종대왕 ...,2020-07-05,33587.0,517.0,38.0,0.0,75.0,일본
38,"[코스타리카반응] 한국,코스타리카에 마스크 30만개 기부 코스타리카 사회보장청 방송 보도",02Lmir8YutA,남미남자,UCKrXBdpehmqMtSeJBtugvjQ,관련링크* https://www.facebook.com/ccssdecostarica/videos/2047842408673584.,2020-07-03,24031.0,808.0,9.0,0.0,35.0,코스타리카
39,일본방송에 나온 한국에 있는 대단한 것 [일본반응],nO2FrR7UgWg,모노티비,UCrobJ9EFLovrsaNXtojgHCQ,코엑스에 설치되어 있는 초대형 전광판입니다 일본반응 일본방송 해외반응.,2020-07-06,5586.0,47.0,4.0,0.0,2.0,일본
41,"🔥[한국반응 폭발] &#39;인도네시아 KF-X 개발 분담금! 5,000억 못 줘! #KF-X#인도네시아#한국반응",nBLNECbZ3MA,서툰TV,UCcweYi1n6_Ams6Ioao5nadA,한국 방위사업청과 인도네시아 국방부는 2010년 7월 인도네시아가 개발비의 20%를 투자하고 양산시 인도네시아 공군용인 IF-X를 50대 구매하는 내용의 KF-X 공동 ...,2020-07-07,712.0,23.0,2.0,0.0,8.0,인도네시아
42,🔥[일본반응 폭발] &#39;일본 열도를 뒤집은 한국 클라쓰! #이태원클라쓰#일본반응#넷플릭스,NgbjUuUgopQ,서툰TV,UCcweYi1n6_Ams6Ioao5nadA,지난번 영상에서는 현재 일본에서 큰 인기를 끌고 있는 '사랑의 불시착' 열풍에 대해서 말씀드렸는데요~ 오늘은 '사랑의 불시착'에 버금가는 한국 드라마 '이태원 클라 ...,2020-07-05,30815.0,197.0,50.0,0.0,19.0,일본
43,해외반응 중국반응 중국인들이 사랑하는 한국 남자연예인은? 김종국 3위 1위는 누구인가 외국인 네티즌반응,GQ7q7m3mcD8,"사건왕-[해외반응, 외신뉴스]",UCAlph4Sj99Zp3WknwvjKckw,안녕하세요 시청자 그리고 구독자님들 사사건건파해치는 사건왕입니다. 바쁜시간에 영상시청해주셔서 정말정말 감사드립니다. 기회가 된다면 다음에 또 뵙고싶네요 ...,2020-07-06,1546.0,0.0,0.0,0.0,9.0,중국
44,"해외반응 일본반응 일본이 침몰한 이유 ! 반면 , 한국의 놀라운 저력 ! 세계 경제 GDP 순위 !",riGSw9ZRN-U,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 인기급상승동영상1위 한국 VS 일본 비교 세계 경제 순위 10위에 들어간 한국 반대로 아베 일본은 내려가고있군요 대한민국의 ...,2020-07-06,14348.0,371.0,10.0,0.0,17.0,일본
45,[일본반응] 한국에 위기감을 가져야 한다는 일본인들 반응,Yi6owgMdS1o,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,일본인들이 댓글을 다는 사이트에 흥미로운 주제가 포스팅 되었습니다 아직도 한국 제품은 품질이 낮다던가 기술력이 없다고말하는 사람은 오히려 일본의 적과 다름 ...,2020-07-01,9224.0,240.0,12.0,0.0,26.0,일본
46,손흥민 군대 해외반응 │러시아반응│한국 군대가 이렇게 빡세? ㄷㄷㄷ│걱정 한가득│성공복귀 기원!!,aemqi08-bLs,치슬라TB_푸드볼,UCXUGPZD1JMSuC6iATujJoug,,2020-07-05,227.0,4.0,0.0,0.0,0.0,러시아
47,📢[충격적 한국반응] &#39;누구 때문에 일본 국민들은 🔥피눈물 난다!&#39; #일본#아베#도쿄,X-77oRMGy5s,서툰TV,UCcweYi1n6_Ams6Ioao5nadA,"현재 일본 도쿄에서 C19 신규환자가 하루 100명이 이상 발생하고 있다고 합니다. 1일 일본 전국에선 도쿄도 67명, 사이타마현 14명, 오사카부 10명, 가나가와현 6명 ...",2020-07-02,173.0,12.0,0.0,0.0,2.0,일본
55,"한국에서 온 어피치 선물 미국아기 반응, 미국생활vlog /국제커플/미국 일상 브이로그/외국에서 살기/외국 브이로그, 미국엄마와 아기/ 미국인와이프 한미국제커플 한국아빠미국엄마",cBqj2rmq8Sg,이사벨아빠 Isabelle Daddy,UC912Q30VlIig5POHn1caiYg,미국생활vlog#한국아빠미국엄마#외국인와이프 안녕하세요 대구에서 태어나 어쩌다보니 미국에 살고 있는 이사벨 아빠입니다. 한국에 살고 있는 이사벨 고모가 선물 ...,2020-07-13,285977.0,5713.0,54.0,0.0,323.0,미국
56,전세계 오직 한국에서만 가능한 광경을 보고 충격받은 영국인 반응,_2qTqn9dWQI,CLAB,UC9nLq3rvvi_6J3teWiGCDlA,안녕하세요! 오늘은 영국에서 온 에미이씨가 한국에서만 가능한 광경을 보고 충격받으신 내용을 말씀해주셨는데요! 다른나라에서는 전혀 볼 수 없는 한국인들만의 ...,2020-07-13,658027.0,7211.0,109.0,0.0,243.0,영국
57,중국반응 &amp; 대만반응│한국의 경제력에 대한 그들의 생각│한국이 빠르게 경제 발전할 수 있는 이유│그리고 한국에게서 배워야 할 점은?│중국어로[路]​,XHCFyv0p8nY,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,"한국의 경제 발전에 대한 중국, 대만의 반응입니다 경제위기를 거친 현재 한국의 경제 상황은 어떠한지 한국이 이처럼 빠르게 경제 발전할 수 있던 이유는 무엇인지 ...",2020-07-13,503709.0,8084.0,301.0,0.0,749.0,중국 대만
58,한국을 재빨리 배우자는 인도반응과 이에 당황하고 있는 중국상황,34mvFFm8jT0,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"한국을 재빨리 배우자는 인도반응과 이에 당황하고 있는 중국상황을 다뤘습니다. * 구네스북 그래픽 디자인은 자체 제작되었고, 자료사진과 자료영상은 라이센스비용 ...",2020-07-08,171668.0,4613.0,109.0,0.0,118.0,중국 인도
59,이탈리아에서 한국 음악을 연주하자 놀라운 반응을 보이는 이유! 역대급 반응이네요...,rZ9j90kC-ZQ,레만 Reman [로마사는 한국남자],UC0MhsY1Nc467re-66o6xwRg,"이탈리아 베네치아에서 한국 민요 아리랑이 울려퍼졌습니다. 이 보다 자랑스러울 수 없는데요. 기회가 와서 부탁드렸고, 정말 아리랑이 울려 퍼졌을 때 현지사람들의 ...",2020-07-11,32384.0,1410.0,28.0,0.0,103.0,이탈리아
61,중국반응│한국과 중국 경제 비교│중국인들이 느끼는 솔직한 중국 경제 상황│중국 경제가 발전하기 위해서는 한국을 배우자│중국어로[路]​​,Zs1eV7qoCVE,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,"중국인들이 느끼는 한국과 중국의 경제 상황, 차이 그리고 중국 경제의 문제점 발전하기위해서 중국이 나아갈 길 다양한 중국인들의 시각을 알려드립니다. #중국반응 ...",2020-07-08,674604.0,13509.0,510.0,0.0,1260.0,중국
62,한국을 부러워하는 해외 대학생들 해외반응 - 미국 대학에서 한국 학생에게 감탄하는 반응,rUEhPIintb0,데보이,UC9Uf0ZCFKKy65uCOf6oCrOQ,해외반응#한국해외반응#미국반응 한국을 부러워하는 해외 대학생들 해외반응 - 미국 미국 대학에서 한국 학생에게 감탄하는 반응 최근 미국 명문대학인 펜실베니아 ...,2020-07-08,139658.0,1679.0,141.0,0.0,60.0,미국
65,✅세계 무기시장에서 독일이 한국에게 밀린 이유 #해외반응#외국인반응#일본반응#해외반응#현지반응#일본#외신반응#세계반응 #k-9 #독일 #자주포 #PzH2000 #포병 #육군,wK4-aktOWF4,시사RANG • 시사랑,UCO1aMZ-K8kA2hlbaRI-OuvA,"한국의 무기를 보고 충격받은 독일의 상황 세계 최고의 자리를 빼앗은 한국비밀병기 #실시간급상승동영상1위,일본불매운동,불매운동 일본반응#해외반응#인기 ...",2020-07-13,152526.0,3013.0,100.0,0.0,81.0,독일 일본
66,해외반응 일본반응 한국의 세계 무기 수출 순위 세계가 부러워하는 한국산 ! 일본 열등감 폭발 깜짝놀란 상황 !,7uK_LdKaz3o,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,"해외반응 #외국인반응 #네티즌반응 #일본반응 #중국반응 아베 일본이 질투하는 한국의 해외 무기 수출 , 정말 대단하군요 ! 인기급상승동영상1위 페페TV 리얼리즘 ...",2020-07-14,14359.0,393.0,15.0,0.0,38.0,일본
68,일본남자가 한국에서 스시를 먹을 때 반응 - 한국에서 초밥 처음 먹고 깜짝 놀란 일본인 남자,VOppYXLtUiI,MOAMOA TV모아모아티비,UCIsBKJBVGHAZuqZ8PrR-fag,한국에서 스시를 먹는 일본인 2탄 한국에서 스시를 먹는 일본인은 과연 어떻게 생각할까? 그가 한국에 1년동안 있으면서 스시를 안 먹은 이유? 한국 스시와 일본 스시 ...,2020-07-14,3148.0,60.0,1.0,0.0,10.0,일본
69,[해외반응] 한국은 불가능을 성공시킨 한국 전세계 유일하다 #외국반응 #일본반응 #해외반응 #국뽕 #현지반응 #반응모음 #미국반응 #세계반응,q0YbGa-hbxo,다른생각TV,UC-kHm6OIeijAMTXZjJiLPVA,외국 언론에서 불가능한 일이라고 했지만 한국은 40년 만에 성공 합니다 이걸본 외국인 반응 #해외반응 #외국반응 #외국인반응 #일본반응 #한류 #국뽕 #외신반응 ...,2020-07-09,1176.0,0.0,0.0,0.0,8.0,미국 일본
71,[파라과이반응] 한국의 멋진 드론쇼를 보고 자국 비판하는 파라과이 네티즌들,y8t2013a-dA,남미남자,UCKrXBdpehmqMtSeJBtugvjQ,관련기사* https://www.instagram.com/p/CCWC8y_Dpf3/,2020-07-08,84112.0,1683.0,31.0,0.0,67.0,파라과이
72,[해외반응] 처음보는 한국자판기에 충격먹은 외국인반응 #일본반응 #해외반응 #외국반응 #현지반응 #외국인반응 #외신반응 #반응 #국뽕,QIkc2H4BU9s,다른생각TV,UC-kHm6OIeijAMTXZjJiLPVA,한국에 새로나온 자판기에 신기해하는 외국반응 모음 #일본반응 #해외반응 #외국반응 #현지반응 #외국인반응 #외신반응 #반응 #국뽕 #해외반응 한국 #해외반응 ...,2020-07-11,2521.0,0.0,0.0,0.0,7.0,일본
73,한국에 유리한 노래를 불렀다며 비판하고 나선 일본반응,lNSrRsXBl4M,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"한국에 유리한 노래를 불렀다며 비판하고 나선 일본반응을 다뤘습니다. * 구네스북 그래픽 디자인은 자체 제작되었고, 자료사진과 자료영상은 라이센스비용을 적법 ...",2020-07-12,40328.0,1390.0,50.0,0.0,56.0,일본
74,[단독해외반응] 아랍이 한국 경찰에게 고맙다고 중동 전체를 대표해서 감사하는 이유//한국인의 기술력이 중동 전체를 범죄에서 구하고 있다.,jNsIOiCZuLY,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#외신반응#한국경찰.,2020-07-11,26155.0,1271.0,36.0,0.0,39.0,중동 아랍
75,미국인이 처음 한국 고등학교에 다닌다고 했을 때 가족들의 반응,s_Wxw2oHYQQ,어썸 코리아 Awesome KOREA,UC9HNi_aAXBgpI2zhibOAfAA,한국에서 고등학교를 다녔던 맥사라 처음 '한국'이라는 나라에 가는 미국인 딸에게 가족들이 했던 말은? ♥영상이 재미있으셨다면 구독 좋아요 누르는 센스! ♥출연자 ...,2020-07-10,284436.0,8141.0,65.0,0.0,360.0,미국
76,해외반응 일본반응 한국의 KFX 전투기 AESA 레이더 기술 개발 완료 ! 깜짝놀란 일본 ! 세계 국방무기 한국군 !,qjAbKupI0hE,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,세계가 주목하는 한국의 KFX 전투기 AESA 레이더 이것을 집착하는 아베 일본 ! 옛날에는 상상치도 못한 일들이 벌어졌군요 세계속의 중심 한국군의 강대국 군사력 !,2020-07-10,84418.0,1357.0,65.0,0.0,128.0,일본
77,"해외반응 일본반응 한국의 국산 첨단 무기 차륜형기관포 K-30 비호 ! 기술 개발, 해외수출 까지? 세계 한국군 국방 F-35 KFX 전투기 현무 미사일 !",ubDV-OCxuQM,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 인기급상승동영상1위 K-30 비호 F-35 KFX 전투기 현무 미사일 ! 한국산 무기 세계가 주목하는 한국의 차륜형 대공포 이것을 ...,2020-07-12,27027.0,459.0,17.0,0.0,17.0,일본
78,"자화자찬 베트남 현지, 한국에서 일하려는 베트남인, 한국 반응은 비자발급 중단",3xwQLkJfPZc,뉴스트래커,UC4Dk6KUa9NsSE7MdPm9x3Eg,이번 영상에서는 자화자찬 하고 있는 베트남 현지반응과 달리 외국에서 갈 곳을 잃은 해외 체류 베트남인들과 한국에 들어와서 일하려고 위험을 무릅쓰는 베트남인들 ...,2020-07-09,35420.0,792.0,18.0,0.0,187.0,베트남
79,미국 명문대에서의 한국 주제Korea is cool because...해외반응 - 미국이것이 진정한 한국문화다.한류 열풍에 감탄하는 해외반응,z4kTSoLbPD4,데보이,UC9Uf0ZCFKKy65uCOf6oCrOQ,해외반응#한국해외반응#미국반응 미국 명문대에서의 한국 주제 : Korea is cool because... 해외반응 - 미국 이것이 진정한 한국문화다. 한류 열풍에 감탄하는 해외 ...,2020-07-09,10027.0,144.0,23.0,0.0,20.0,미국
80,"해외반응 일본반응 한국의 현대차 수소 전기 트럭을 세계 최초로 양산 , 유럽 스위스 수출 ! 망연자실한 일본 ! 기업경제순위 !",T8pmA-K9GnE,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 인기급상승동영상1위 스위스 해외 수출 네티즌반응 세계가 주목하는 한국의 전기 자동차 기술 ! 이것을 믿을수없다는 아베 일본 ...,2020-07-11,9304.0,250.0,11.0,0.0,17.0,유럽 스위스 일본
81,"[단독해외반응] 대놓고 한국 사무총장 막겠다는 일본, 결국 폭발한 해외 네티즌들 반응//일본은 정말 부끄러움의 극치다",25OTPx4UUJM,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#사무총장#외신반응.,2020-07-13,34215.0,1373.0,17.0,0.0,59.0,일본
83,[일본반응] 아이즈원으로 본 왜 일본 아이돌이 한국 K-POP에 진출하는가 &#39;일본 남성들은 장식된 인형만을 원해&#39;,kFHqK8PfQBg,세계댓글,UC8RQXRTUOe_sNqqKgRJd-DQ,"[세계댓글] 재미있게 보셨다면 좋아요 구독 부탁드리며 재미있게 봐주셔서 감사합니다. 구독하기 ☞ http://bitly.kr/SpVV5uJivIZ 아이즈원, 트와이스, NiziU 등 많은 ...",2020-07-12,129125.0,1446.0,74.0,0.0,355.0,일본
84,🔥[일본반응 폭발] &#39;일본인들의 가슴을 후벼 팠던... 📢역대 한국 드라마 TOP 25! #일본반응#한류#한국드라마,JXp8xkl9ygk,서툰TV,UCcweYi1n6_Ams6Ioao5nadA,최근 일본에서 '사랑의 불시착'과 '이태원클라쓰'가 큰 인기몰이를 하고 있는데요~ 그렇다면 한류 드라마는 왜 일본에서 인기가 많을까요? 아마도 그건 예전부터 일본 ...,2020-07-14,2931.0,62.0,4.0,0.0,20.0,일본
85,막걸리 빚는 미국 남자✨ 한국 전통주 소믈리에가 된 사나이 [무엇이든 물어보살],VohnOolm2oI,KBS N,UCr0adenI5KeQFJkMIGjq5qw,이곳이 Korean Bosaljib? ▷ 상담신청 : kbsbosal@naver.com ▷ KBS Joy #무엇이든물어보살 매주 월요일 저녁 8시 30분☆ ▷ 클립 더 보기 ...,2020-07-12,400652.0,4859.0,91.0,0.0,750.0,미국
86,"(해외반응),일본반응,한국의 블랙핑크 가 해외에폭발적으로일으키고 있는 한복 신드롬에 질투를넘어서 한복의역사마저 날조를... HOW YOU LIKE THAT 일본 해외 네티즌 반응.",TcOqANaZfg0,세상통 해외반응,UCorzNmtkrbCgjF9kpP8werg,"(해외반응),일본반응,한국의 블랙핑크 가 해외에폭발적으로일으키고 있는 한복 신드롬에 질투를넘어역사까지날조하려드는이들이있는데, HOW YOU LIKE THAT ...",2020-07-11,1659.0,24.0,5.0,0.0,7.0,일본
