,country,video_num,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
141,유고슬라비아,0,,,,,
142,슬로베니아,2,1263928.5,12592.0,355.0,0.0,729.0
143,크로아티아,0,,,,,
144,보스니아-헤르체코비나,0,,,,,
145,마케도니아,0,,,,,
146,세르비아 앤 몬테네그로,0,,,,,
147,몬테네그로,0,,,,,
148,세르비아,0,,,,,
149,코소보,0,,,,,
150,루마니아,0,,,,,
151,체코,27,263403.22222222225,7921.37037037037,87.37037037037037,0.0,379.22222222222223
152,슬로바크,0,,,,,
153,불가리아,0,,,,,
154,폴란드,5,173174.6,1952.2,57.8,0.0,296.8
155,헝가리,2,500931.5,11366.0,299.0,0.0,796.0
156,알바니아,0,,,,,
157,러시아,54,440102.2962962963,11370.518518518518,182.44444444444446,0.0,749.0555555555555
158,우크라이나,0,,,,,
159,벨로루시,0,,,,,
160,몰도바,0,,,,,
161,아르메니아,0,,,,,
162,아제르바이잔,0,,,,,
163,그루지아,0,,,,,
164,그린랜드,0,,,,,
165,오스트레일리아,0,,,,,
166,뉴질랜드,1,53629.0,1457.0,18.0,0.0,239.0
167,피지,0,,,,,
168,파푸아뉴기니,0,,,,,
169,나우루,0,,,,,
170,미크로네시아,0,,,,,
171,사모아,0,,,,,
172,괌,1,121232.0,1968.0,49.0,0.0,167.0
173,투발루,0,,,,,
174,키리바시,0,,,,,
175,통가,0,,,,,
176,팔라우,0,,,,,
177,호주령 솔로몬군도,0,,,,,
178,미령사모아,0,,,,,
179,비누아투,0,,,,,
180,마리아나 군도,0,,,,,
181,뉴칼레도니아,0,,,,,
182,마샬군도,0,,,,,
183,솔로몬군도,0,,,,,
184,불령 폴리네시아,0,,,,,
185,쿡아일랜드,0,,,,,
186,캐롤라인 군도,0,,,,,
187,크리스마스,3,80289.33333333333,2366.3333333333335,25.0,0.0,109.0
188,웨이크아일랜드,0,,,,,
189,미드웨이군도,0,,,,,
190,코코스군도,0,,,,,
191,니우에,0,,,,,
192,핏캐른,0,,,,,
193,토켈라우,0,,,,,
194,나이지리아,2,1350104.5,18197.0,803.0,0.0,1693.0
195,이집트,2,44296.5,639.5,7.0,0.0,90.0
196,남수단공화국,0,,,,,
197,남아프리카 공화국,0,,,,,
198,튀니지,0,,,,,
199,리비아,0,,,,,
200,가나,3,119903.33333333333,3591.3333333333335,83.33333333333333,0.0,371.6666666666667
201,모로코,0,,,,,
202,수단,0,,,,,
203,에티오피아,1,487181.0,13949.0,290.0,0.0,309.0
204,모리셔스,1,2396.0,49.0,1.0,0.0,13.0
205,잠비아,0,,,,,
206,우간다,1,88289.0,3111.0,50.0,0.0,408.0
207,탄자니아,0,,,,,
208,케냐,0,,,,,
209,라이베리아,0,,,,,
210,가봉,0,,,,,
211,말리,0,,,,,
212,소말리아,0,,,,,
213,알제리,0,,,,,
214,기니비사우,0,,,,,
215,말라위,0,,,,,
216,코트디부아르,0,,,,,
217,세네갈,0,,,,,
218,자이르,0,,,,,
219,짐바브웨,0,,,,,
220,카메룬,0,,,,,
221,스와질랜드,0,,,,,
222,오트볼타,0,,,,,
223,콩고,1,25037.0,1261.0,23.0,0.0,90.0
224,콩고 민주공화국,0,,,,,
225,마다가스카르,0,,,,,
226,말라가시,0,,,,,
227,부룬디,0,,,,,
228,모리타니,0,,,,,
229,레소토,0,,,,,
230,시에라리온,0,,,,,
231,기니,0,,,,,
232,니제르,0,,,,,
233,앙골라,0,,,,,
234,차드,0,,,,,
235,적도기니,0,,,,,
236,중앙 아프리카 공화국,0,,,,,
237,지부티,0,,,,,
238,세이셸,0,,,,,
239,보츠와나,0,,,,,
240,나미비아,0,,,,,
241,카보베르데,0,,,,,
242,감비아,0,,,,,
243,토고,0,,,,,
244,카나리아 군도,0,,,,,
245,르완다,0,,,,,
246,코모로,0,,,,,
247,상투메 프린시페,0,,,,,
248,모잠비크,0,,,,,
249,베냉,0,,,,,
250,서사하라,0,,,,,
251,부르키나파소,0,,,,,
252,세인트 헬레나,0,,,,,
253,레위니옹,0,,,,,
254,에리트리아,0,,,,,
255,아시아,30,370455.0,4005.366666666667,125.73333333333333,0.0,773.0333333333333
256,동아시아,0,,,,,
257,동남아시아,1,13743.0,374.0,21.0,0.0,125.0
258,서아시아,0,,,,,
259,중동,2,216798.5,6734.0,124.5,0.0,687.5
260,아랍,2,28659.0,1126.0,28.0,0.0,56.0
261,아프리카,5,197841.2,5272.0,98.6,0.0,255.0
262,북아프리카,0,,,,,
263,유럽,32,168182.46875,3606.4375,102.21875,0.0,288.78125
264,서유럽,0,,,,,
265,동유럽,1,138435.0,3509.0,119.0,0.0,107.0
266,남유럽,0,,,,,
267,북유럽,1,143609.0,7404.0,54.0,0.0,371.0
268,오세아니아,0,,,,,
269,아메리카,2,498155.0,6118.5,265.0,0.0,717.5
270,북아메리카,0,,,,,
271,남아메리카,0,,,,,
