,title,video_id,channel_title,channel_id,description,date
749,[해외반응] 드디어 첫 한국 WTO 사무총장 등극? 유명희 후보 최종 결선 라운드 진출!!맨붕한 일본!,hdbSiF3wU3c,인포인더스트리,UCDubDtpD1kTB6ylvPONlL3w,해외반응#일본반응#유명희 1. 297 어두운 스릴 Song : Diplopia - Lucifer sonata Follow Artist : http://bit.ly/38FwZAW Music promoted by DayDreamSound ...,2020-10-08T01:07:29Z
750,외국인 여가수들이 해외에서 대박난 한국 홍보 영상을 처음으로 본다면!? (Feel the Rhythm of KOREA),HiNQ1ThaAd4,코리안브로스,UCIB_oNqi62rKnPFb3Toaozw,"영상자체가 너무 재밌고 멋을 잘 살려서 좋더라구요! 그래서 그런지 출연진들도 영상을 보면서 굉장히 재밌고 몰입해서 보더군요! 20/10/13일날 새로 올라온 강릉, ...",2020-10-14T10:00:07Z
751,한국에서 유명한 아이돌 영어 이름들을 처음 본 미국인의 반응?,T7ZoqlyESVw,Bridge TV,UC8KagrxC6lZ8zUZAOY8Y_1w,영어로 듣기엔 다 너무 세련된 이름들인데 미국 사람 귀에는 옛날 이름 같다는 게 진짜일까...?! 물론 다들 개인의 주관으로 대답했다는 거 참고해주세요! ㅡ 알림설정 ...,2020-10-14T08:57:27Z
752,[해외반응] 이날치 한국관광공사 서울 홍보영상을 보고 빵 터진 외국인 반응,EGe2WEhqwVs,유럽 속 한국KOREA IN EUROPE,UCpDgjPpKgp1S_Z-TLiCqoNQ,이날치 #한국관광공사 Thanks for watching :) Original video: Feel the Rhythm of Korea: SEOUL https://www.youtube.com/watch?v=3P1CnWI62Ik Coming up with ...,2020-10-17T09:07:08Z
753,[북소통] 한국 영화를 만났을 때 북한 사람들의 반응은? | 번외편,vJPbGD8w97s,극동방송,UCTwQ9iAIojmsw_mFlYj54SA,북한 사람들이 한국 영화를 만났을 때! 한국 영화는 북한에 어떻게 유통될까? 북.잘.알.(북한을 잘 아는) 성국 삼촌이 북한에서 데이트한 방법은? 동무!! 북소통 번외편 ...,2020-10-20T22:30:02Z
754,한국 과자 처음 먹어본 미국 도련님의 반응은?! 손녀 머리 빗겨주는 미국 할아버지 ❤️,2xNJxjQaXZg,디디패밀리DeeDee Family,UCG3dFw4AE5BDK-9k_1IouFg,INSTAGRAM : @deedee_family http://www.instagram.com/deedee_family ❤️BUSINESS : jeje8895@yahoo.com ❤️KAKAO TALK : jeje8895 *사서함 주소* ...,2020-10-15T06:20:36Z
755,한국에 이렇게 높은 산과 멋진 단풍이 있었냐며 놀라는 외국인들 - 해외반응 feat. 외국인 직찍 가을 풍경사진,FtGypgP-jOU,호기심 KOREA,UCmfJM_VTJ2AECyTwf-vEL8g,한국의 가을 단풍에 대한 해외반응입니다 매년 10월 중순에서 11월초가 되면 우리나라 산들은 일제히 형형색색의 단풍으로 화려하게 물듭니다. 가을 단풍은 일교차가 ...,2020-10-16T22:57:21Z
756,"[해외반응] 중국어선이 한국배 침몰시키자 정조준 사격하여 박살내버린 한국, 한국처럼해야 한다고 말하는 외국인들 모두가 한국편  외국인 반응",5rgXjBOcu-E,와트맨,UCCMxAf6uEc0csVVdW1dkkxw,"[해외반응] 중국어선이 한국배 침몰시키자 정조준 사격하여 박살내버린 한국, 한국처럼해야 한다고 말하는 외국인들 모두가 한국편 외국인 반응 안녕하세요. 와트맨 ...",2020-10-16T11:13:50Z
757,【ENG】BTS 지민 Filter(필터) 한국 남자 최초 기록으로 현재 반응 폭발ㄷㄷ BTS Jimin Filter The Korean Man First Record 돌곰별곰TV,yJ6oM6mhanY,돌곰별곰TV - KPOP 음악분야,UCoH5v5wE-Vxkc0Cc86tRIVw,【ENG】BTS 지민 Filter(필터) 한국 남자 최초 기록으로 현재 반응 폭발ㄷㄷ BTS Jimin Filter The Korean Man's First Record 돌곰별곰TV #방탄소년단지민#지민 ...,2020-10-15T05:00:17Z
758,[단독해외반응] 드디어 공개된 한국 광고 홍보영상 2탄 나오자 한국인은 미쳤다고 난리난 외국인들,JARK_t-_0Lg,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#해외네티즌반응#외국인반응 얼마 전 한국관광공사를 통해 발표된 외국인들을 대상 ...,2020-10-16T03:00:04Z
759,에콰도르에서 벌어지고 있는 은혜 갚는 한국반응!친구야,v8HSOHSdlj4,페페TV • 조회수1234만회,UCAautthXx9W4bk63r2YzQUA,에콰도르에서 벌어지고 있는 은혜 갚는 한국반응!친구야 페페TV 항상 시청해주셔서 감사합니다. 구독과 좋아요 + 알림설정은 영상제작에 큰 힘이 됩니다!,2020-10-19T23:00:06Z
760,한국 군대 입대 영상을본 해외 네티즌 반응 댓글모음 &quot;베트남이 두려워하는 한국군&quot; 댓글레전드,XTdkGrFJRxM,"사건왕-[해외반응, 외신뉴스]",UCAlph4Sj99Zp3WknwvjKckw,안녕하세요 시청자 그리고 구독자님들 사사건건파해치는 사건왕입니다. 바쁜시간에 영상시청해주셔서 정말 감사드립니다. 기회가 된다면 다음에 또 뵙고싶네요.,2020-10-18T02:48:21Z
761,곱렐루야! 곱창+볶음밥의 味친 조합♡ l #어서와ZIP l #어서와한국은처음이지,qdUAlY7RhSg,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,불판 위에서 지글지글 구워지는 곱창에 한껏 들뜬 어서와 친구들! 곱창 건배~~ 마성의 곱창 맛에 한껏 반해버렸다 o(TヘTo) 자고로 곱창의 마무리는 후식 볶음밥♥ ...,2020-10-16T09:00:10Z
762,&quot;한국같은 자유로운 나라요&quot; 일본 방송에서 외국인의 소신있는 대답에 당황한 이유 [일본반응],1WBzoQ3XuAY,세상을말하다,UCSIx66_89zLSFOucZuBqxMQ,구독하기 : https://bit.ly/34TlXrB 자신이 태어나고 자란 나라를 사랑하는 것을 '애국'이라고 부르죠. 그리고 이것은 전 세계 어딜가든 사람이 가지고 있을 거라 생각 ...,2020-10-16T09:29:50Z
763,"(일본 반응) 한국의 현무미사일이 일본, 침몰 작전을 실행한다!",i_lamRYYWMQ,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,"현무미사일#외국인반응#네티즌반응 한국의 대전략 무기, 현무 미사일을 얼마나 두려워하고있을까요? 최근들어, 한국군이 보유한 현무4 미사일의 위력이, 일본 언론 ...",2020-10-15T11:18:50Z
764,{일본 반응} 선진국 한국의 경제력! 첨단 기술로 일본을 정복했다 깜짝놀란 일본! 세계 해외반응,lvX5LvFW8T4,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,"한국이 첨단기술 제조업으로 일본을 정복하자 망연자실한 일본 네티즌들! 한국에게 패배한 일본 제조업의 참담한 현실에 대해 분석했습니다, 관련 내용 보시겠습니다.",2020-10-20T10:07:02Z
765,"&#39;역시 한국은 최고야!&#39; 외치는 세계적인 스타들!, 한국에서 일하는게 꿈인 가수까지?? 한국을 사랑하게 된 이들의 사연",FFq-AGWyMwc,해외리얼반응,UCPwsW_PosWeZHa1bMqKibcw,로다주#제시카알바#미호 한국을 특별히 사랑하는 것으로 유명한 세계적인 스타들의 한국사랑 모습에 국내는 물론 해외에서도 큰 이슈가 되고 있는데요 이들의 ...,2020-10-14T08:40:43Z
766,[해외반응] 한국에서 찍힌 단 한장의 사진에 해외 네티즌들의 질문이 쏟아진 이유,Ye5ERhSYM0Q,팩튜브,UCMYdWhFzXlu4b7KViEUmTWg,"안녕하세요! 팩트 기반 정보 전달 채널, 팩튜브입니다. 이번 영상에서는 세계적으로 이슈가 되고 있는 한국의 마스크에 대해 알아보았습니다. 여러분의 좋아요와 구독 ...",2020-10-16T07:00:09Z
767,[일본반응] 왜 한국을 좋아하냐며 분노하는 일본의 혐한 아저씨들 상황&quot; 일본 젊은이들아 제발 한국을 좀 미워하라고!  &quot;,jdCnREqRB0I,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,얼마전 일본의 스가 요시히데 총리는 배상 문제에 대해 한국정부가 적절한 조치를 취하지 않으면 한국이 개최하는 한중일 정상 회담에 참여하지 않겠다고 알렸습니다 ...,2020-10-15T10:49:30Z
768,"(일본 반응) 한국의 K-2 전차와 비교하는 일본. 10식 전차의 치명적인 약점! 군사력,한국군 해외 네티즌 반응",aSv2jLy7oWc,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,"외국인반응 #K2전차 #한국 외신반응 일본,반응 이슈 속보 한국의 K2 흑표 전차와 비교하면 10식 전차는 2차 세계대전의 치하전차 수준 ! 더욱 강해지는 한국군을보며 ...",2020-10-18T12:30:35Z
769,한국 치킨과 떡볶이 해외반응..매워서 눈물까지?? | 안무연습 뒷풀이 영상,vsA3fjYY4o8,달강TV,UCJ6XSZq9tUwmJ4FC8OGs9Hg,뒷풀이 #떡볶이해외먹방 #한국치킨먹방 #베트남댄스팀 안녕하세요. 성공할 때 까지 달린다! 달려라 강사장 달강TV입니다. 이번 영상은 줄리와 댄스팀이 안무연습을 ...,2020-10-18T03:00:12Z
770,[일본반응] 한국이 일본보다 더 풍요로워지자 자존심 상해서 이성을 잃은 일본인들 반응&quot; 그렇게 업신여기던 나라였는데 이제는 한국에 이길수가 없다니 &quot;,NQamlrAXGao,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,최근 일본의 커뮤니티 사이트에는 한국의 1인당 GDP와 한국 일본의 최저임금 차이에 관한 글이 부쩍 많아졌습니다 한국의 1인당 GDP와 실질임금은 계속 상승한 ...,2020-10-20T10:06:57Z
771,한국 라면 한 그릇 끓여 줬을 뿐인데 리사의 반응이 너무 남다르네요 | 왜 자꾸 이쁜 아가씨를 쳐다 보냐고 삐졌습니다,wWvfWDTGQns,인도네시아를 그리다 - Indonesia Story,UCLrjR9vlX2lOmFxjYQKEj7A,"안녕하세요 인도네시아를 그리다입니다 오늘은 바쁜 일정으로 인해 간단하게 브이로그 형식으로 영상을 만들어 봤는데요, 리사의 반응이 너무 남달랐습니다. 채널에 ...",2020-10-18T09:11:05Z
772,미디어만 믿는 개돼지들? 한국 네티즌 고소 선언한 스티브유!  [Newster],rRzVlYEi5Pg,TVCHOSUN - TV조선,UCuw1hxBo5mDVUhgMzRDk3aw,가수 유승준이 아 아니 스티브 유가 한국 네티즌 고소를 선언했습니다. 과연 무슨 일일까요? 빠르게 정리해보겠습니다. 우선 지난 13일 모종화 병무청장이 국정감사 ...,2020-10-16T09:45:20Z
773,"[해외반응] 한국을 이기고 나이지리아 후보가 당선됐다! 지금 나이지리아가 난리난 이유, 나이지리아 전체가 낚인 상황 가짜뉴스를 흘린자의 정체 반응",GHV4uA4DUYI,와트맨,UCCMxAf6uEc0csVVdW1dkkxw,"[해외반응] 한국을 이기고 나이지리아 후보가 당선됐다! 지금 나이지리아가 난리난 이유, 나이지리아 전체가 낚인 가짜뉴스를 흘린자의 정체 반응 안녕하세요. 와트맨 ...",2020-10-14T09:44:25Z
774,[한글자막] 이날치X앰비규어스 댄스컴퍼니 한국관광 해외홍보영상ㅣ목포-별 주부가 울며 여짜오되,qZmPupOIu_A,한국관광공사TV,UC2MDW7cjUSt7_Q2F7Cg2Iaw,자막선택에서 한국어로 선택해주세요!!) 화제의 한국관광 해외홍보영상 '목포-별 주부가 울며 여짜오되'편입니다. 많은 분들의 요청에 따라 각 지명을 한글로 표기 ...,2020-10-16T09:00:12Z
775,일본반응 대마도가 한국땅이 되고 있는 이유 한국영토 국토정복!,jAaOwlDSD8g,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,일본 대마도(쓰시마섬)의 인구가 급락하고 있다. 불매운동이 쓰시마 섬 경제에 직격탄이 되고 있다. 이에 많은 대마도 주민들이 쓰시마섬을 탈출하며 쓰시마 지역이 큰 ...,2020-10-14T11:07:28Z
776,불문율은 개뿔! 가을 빠던 풍년! &#39;꼰대문화&#39; 를 거부하는 MLB의 젊은 피들!!,MOEz9Jbxci0,MBC스포츠탐험대,UCArK9MK34LsQzPJrl5TZmYA,불문율 같은 소리하고 있네! 최지만도 벨린저도 빠던이 대세! 빠던의 고향 대한민국에서 MLB로 역수출 성공! 이제는 MLB의 대세가 된 빠던 타티스 같은 신인급 선수 ...,2020-10-20T11:56:38Z
777,"[일본반응] 일본인들의 충격적인 두 얼굴, 그들은 사실 한국을 좋아한다?? 앞에선 욕하고 뒤에선 돈쓰고",hmXos7kcppk,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#일본반응#외국인반응.,2020-10-19T04:30:02Z
778,♨️핫클립♨️ [히든싱어 김완선 편] ㄴ상상도 못한 정체ㄱ 파란 눈의 모창능력자↗️ 삐에로는 우릴 보고 웃지♬｜히든싱어6,pc3tx0Vc02M,JTBC Voyage,UCF3UEVPt5zZTlBVJwDG317g,너무 완벽한 발음으로 삐에로는 우릴 보고 웃지♬ 부르기 완. #히든싱어6 #김완선 #핫클립 [JTBC봐야지] 구독하기☞ http://asq.kr/VgFZ3 ...,2020-10-20T09:11:32Z
779,한국 토박이 지수(JISOO)의 영어 공부법ㅋㅋ (feat. 서치왕 등극?) 아는 형님(Knowing bros) 251회 | JTBC 201017 방송,aWT01MlfOQU,아는형님 Knowingbros,UCOHM2N1YQdb-cHWxJxwBMLQ,한국 토박이 지수의 영어 공부법ㅋㅋ (feat. 서치왕 등극?) #아는형님 #지수 #영어.,2020-10-17T12:23:31Z
780,"한국이 잘나간다는 뉴스가 나가자마자 주변국에서 보이는 반응에 경악하는 이유, 네티즌들 &quot;이게 실제상황이라고? 역대급이다&quot;",m1mV-DTyUxk,Travel Tube,UCc4OuY3PeWklqBzQ3ySi3xA,"현재 한국 주변의 러시아, 중국, 일본등은 한국과 다양한 장면을 연출하고 있습니다. 본 채널은 연합뉴스와 콘텐츠 이용계약을 맺었으며, 연합뉴스는 본 채널의 편집 ...",2020-10-20T10:18:10Z
781,【체코커플】 한국에서 살자고 했을때 체코 여자친구의 반응?,Dq0KRB57qSQ,체코커플 czkorcouple,UCMlXFuCEwtAQHIrNNjlmUFw,유튜브 설정에서 한글 자막을 켜주세요 Please turn on the caption in the video setting 클라라가 한국에서 할수있는 것들이 뭐가 있을까요? 댓글로 도움을 주시면 ...,2020-10-14T09:00:02Z
782,[단독해외반응] &quot;이러니 한국이 선진국이지&quot; 해외에 올라온 드론 영상에 한국은 미쳤다고 난리 난 이유,s34psAjc17M,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#외국반응#외국인반응.,2020-10-18T03:45:52Z
783,"[일본반응] 일본이  한국 제쳤다 설레발치자 일본인들이 버럭하는 이유, 한국 또다시 전세계 1위, 무소의 뿔처럼 간다 반응",uUIXlLpg-ng,와트맨,UCCMxAf6uEc0csVVdW1dkkxw,"[일본반응] 일본이 한국 제쳤다 설레발치자 일본인들이 버럭하는 이유, 한국 또다시 전세계 1위, 무소의 뿔처럼 간다 반응 안녕하세요. 와트맨 채널은 해외 이슈를 주로 ...",2020-10-18T11:07:12Z
784,"산불 헬기로 차관 상환...러시아, &#39;뜻밖의 제안&#39; 나타났다! 한국 반응?",-Rke73nn_Jo,최신뉴스 KR,UCmvCUIsKGjGX-aNUQMm3Q2w,"최신뉴스 산불 헬기로 차관 상환...러시아, '뜻밖의 제안' 나타났다! 한국 반응?",2020-10-15T04:01:58Z
785,[일본반응] 한국샾 오픈에 일본인들이 줄서서 기다리자 속터진 일본인들 반응비오는데 100명넘게 기다리자 대서특필된 상황 &quot; 이런말이 오다니 분하다 ㅠㅠ&quot;,ZP1Dc5HL_v8,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,홍대에서 시작된 한국의 편집 매장인 ALAND가 일본에 진출했습니다 ALAND는 한국의 신진 디자이너들의 제품을 판매하는 일종의 편집 매장으로 의류뿐만 아니라 ...,2020-10-17T11:00:26Z
786,|중국반응| &quot;중국국대는 집 사고 고급차 샀겠지...&quot; 한국 축구의 미래를 위해 사비로 축구장을 짓는 손흥민!,gl45nsNYqQ8,오모양의 5분 중국이야기,UCz5m-ntKjN4CK_NRal1psuA,"지난 10월 16일, 중국의 온라인 채널에 손흥민 선수 관련 경기 외적인 주제를 다룬 글이 올라왔는데요, 170억을 들여서 축구장을 건설하였다는 내용을 담고 ...",2020-10-20T14:02:48Z
787,[일본반응] 한국은 대규모 투자 하고있는데 일본은 잃어버린 30년 왔다는 상황 &quot;100년전 문서에도 일본인은 창의성이 없고 모방만 한다고 써있어&quot;,Gz38rcLXSGQ,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,최근 일본의 커뮤니티 사이트에는 한국은 대규모 투자를 아끼지 않는데 왜 일본만 잃어버린 30년이 온거냐며 한국과 일본을 비교하는 글이 올라왔습니다 왜 이런 ...,2020-10-16T09:06:39Z
788,[일본반응]한국인들이 이렇게 돈을 많이 번다고?? 한국보다 더 가난했었다는 사실을 알게 된 일본인들 반응,qx0z1IhzEz4,원더라이프_Wonder life,UCOHz3ELkbI5v9xR2gCTpiXA,한국인들이 이렇게 돈을 많이 번다고?? 한국보다 더 가난했었다는 사실을 알게 된 일본인들 반응. 평균 임금 PPP기준 OECD 35개국 가운데 19위. 일본은?,2020-10-20T22:00:14Z
789,한국 따라할려고 몰래 러브콜 보내는 일본 해외 네티즌 반응 댓글모음,9JnkuOIh4D0,"사건왕-[해외반응, 외신뉴스]",UCAlph4Sj99Zp3WknwvjKckw,안녕하세요 시청자 그리고 구독자님들 사사건건파해치는 사건왕입니다. 바쁜시간에 영상시청해주셔서 정말 감사드립니다. 기회가 된다면 다음에 또 뵙고싶네요.,2020-10-14T03:33:08Z
790,"&quot;갑작스런 선택&quot; 사우디, 한국에 방공망 현대화 지원 요청! 한국 반응?",ZyU5yOm6zZ0,Jame Andy,UCxhD-racDT0_8bmuMkEzsRQ,"Jame Andy ""갑작스런 선택"" 사우디, 한국에 방공망 현대화 지원 요청! 한국 반응?",2020-10-16T10:21:52Z
791,"(일본 반응) 한국, K2 흑표 전차 추가 생산한다 VS 북한 신형 전차 한국군 군사력!",Q112J3o5OOo,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,강대국 한국 K2 흑표 전차를 2021년까지 106대 추가배치한다는 발표가 나온 가운데 북한이 열병식에서 신형전차를 공개하였습니다. 일본반응! 반응! #K2흑표전차# ...,2020-10-17T11:08:54Z
792,일본 수출규제 한국 강력한 태도에 발칵 뒤집힌 현상황 일본 반응 한국이 더 피폐해 진다 망언 한국 반응 일본 불매운동 더 맹렬히 삼성전자 미국 중국 돈되는라디오 반도체,w4JX_IkD9do,주간베트남 TV,UCDrHIoMz1EHIYF3hvPZNd9Q,일본 수출규제 한국 강력한 태도에 발칵 뒤집힌 현상황 일본 반응 한국이 더 피폐해 진다 망언 한국 반응 일본 불매운동 더 맹렬히 삼성전자 미국 중국 돈되는라디오 ...,2020-10-18T09:00:18Z
793,"[한국반응] 우리는 손흥민과 은돔벨레 없으면 아무 것도 아니다. 이에 대한 팬들의 반응, 왜 무리뉴는 바보같은 교체를 했나?",J3yzG9lK8-M,HotNewsTV 세계반응,UCn8UkfGHmbc-qYDrg_L8DzQ,"손흥민 #베일 #토트넘 [한국반응] 우리는 손흥민과 은돔벨레 없으면 아무 것도 아니다. 이에 대한 팬들의 반응, 왜 무리뉴는 바보같은 교체를 했나? © Copyright by ...",2020-10-19T10:40:03Z
794,[해외반응] &quot;그래 한국 말이 맞다! 근데 우리는 정당한 비판이야!&quot; 중국아미 볼모로 BTS방탄소년단에게 사과 강요?,xqOJ6IfI-w8,쿠키티비,UCbo7bNbgNs9v8Lm4Aox8IUw,"[해외반응] ""그래 한국 말이 맞다! 근데 우리는 정당한 비판이야!"" 중국아미 볼모로 BTS 방탄소년단에게 사과 강요?",2020-10-14T23:00:06Z
795,"[이슈정주행] 방사능 오염수 &#39;방류&#39; 강행하는 일본, 우리나라로 유입되면… / JTBC News",BIzWpEoMp_g,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,1. [팩트체크] 일 '후쿠시마 오염수 관리 문제없다' 사실일까 (2019.09.17) 오스트리아 빈에서 열린 국제원자력기구(IAEA) 총회에서 일본 과학기술상의 발언입니다.,2020-10-18T06:00:02Z
796,&quot;한국은 왜 서울에 집착해요?&quot; 외국인이 살면서 느낀 한국 수도와 지방의 특이점 [ENG/SPA SUB] / 별다리 외사친,kTk5Lu-mqJk,별다리 유니버스,UCIuteB_3eGG7s_WvPYeZcOg,"본 영상은 행정안전부의 제작비 지원을 받아 만들었습니다. : 지구인들 다들 어디 살아~? 혹시 서울이랑 멀다고 속상해하고 있진 않아..? 버스 막차 시간 걱정하고, ...",2020-10-15T08:00:11Z
797,한국이 이렇게 나올줄 전혀 예상하지 못했다고???,d-TL9S9ZqXk,바나바튜브,UCX6Hslw6bsv_DV9ILWjDiGQ,일본이 결국 일을 저지르려나 봅니다. -------------------------------------------------------------------------- ◉ 영상출처 Video by Videvo from videvo.net Video from ...,2020-10-17T02:00:04Z
798,일본 후쿠시마 원전 오염수 방출 확정 충격적인 일본반응 &quot;한국 원전 밝혀라&quot; 댓글 모음 레전드,ohNpYTi_084,"사건왕-[해외반응, 외신뉴스]",UCAlph4Sj99Zp3WknwvjKckw,안녕하세요 시청자 그리고 구독자님들 사사건건파해치는 사건왕입니다. 바쁜시간에 영상시청해주셔서 정말 감사드립니다. 스가요시히데 새로운 일본 총리는 동일본 ...,2020-10-17T09:33:55Z
799,&#39;UFC 기록 경신!!!&#39; 박준용 현지해설#SPORTSTIME,ETwW0-eIMJU,스포츠타임,UCnXNukjRxXGD8aeZGRV-lYg,박준용이 UFC 파이트 나이트 180 언더카드에서 존 필립스를 3라운드 종료 3-0 판정승으로 꺾었다. 이날 박준용은 그라운드 유효타 286회를 기록하며 UFC 기록을 ...,2020-10-18T09:00:05Z
800,“NO재팬 벌써 끝?” 한국 비웃는 일본 반응,ml1mAKoSd5A,뉴스킹,UClOg34aPlf3GWZZ6ojt0WYQ,구독을 누르면 더 많은 영상을 볼 수 있어요--------https://bit.ly/2B0Cj3x #한국 #일본 #한일 * 여러분들의 다양한 제보를 받고 있습니다. 제보 바랍니다. * 제보메일: ...,2020-10-25T08:22:39Z
801,"[외신이 바라본 한국] 영국 로이터 통신, 넷플릭스는 한국 드라마가 키웠다?!",TNT8s1EjoNY,Koreanet,UC6oRqb8L9Cv8yOu8hm4E__g,"왓츠 온 코리아: 외신이 바라본 한국 What's On Korea: Foreign Media Coverage of Korea 00:00 ✔️ 영국 로이터, 넷플릭스의 세계적 성장을 한국의 대중문화가 견인 ...",2020-10-23T08:11:15Z
802,대만반응│자국의 군사력을 비난하는 대만 반응│한국의 국방력이 부러운 대만│자신감도 없고 참전의지도 없고│중국어로[路] ​,BOFIFOylFfc,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,양안관계의 긴장감이 날이 갈 수록 더욱 고조되어가고 있는 상황에서 대만 국민들은 자국의 군사력을 비관적으로 바라보며 한숨을 내쉬고 있습니다. 반면 항상 자신감 ...,2020-10-21T09:30:00Z
803,한국 보이스피싱을 당한 일본인의 반응 [유이뿅],wj2dQWYRmrc,유이뿅YUIPYON,UCk5bhZYNtbPJyNLRxN8D8NQ,항상 시청해주신 분들 너무 감사드립니다! 생방송 보고 싶은 사람은 아래 링크클릭&알림설정필수!(생방송시작시 알림이 와요!) http://afreeca.com/yus1031 여행지 ...,2020-10-21T10:46:14Z
804,이탈리아 약국에 한국인이 갔더니 이탈리아 사람이 보인 반응! 한국 병원의 의료시스템이 대단한 진짜 이유!,qkK9r8OVq9s,레만 Reman [로마사는 한국남자],UC0MhsY1Nc467re-66o6xwRg,레밀리 멤버쉽 가입하기 :-) https://www.youtube.com/channel/UC0MhsY1Nc467re-66o6xwRg/join 레만 채널 구독하기 :-) https://url.kr/xsVqO6 Instagram ...,2020-10-26T11:08:37Z
805,쫄깃한 편육 감칠맛을 더할 치트키 깻잎 쌈! l #어서와한국은처음이지 l EP.162,AnF1-zxU3TA,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,어서와 CEO 크루는 처음이지? 배달 업체 공동대표들의 특별한 춘천 여행! ▷ 숯불 닭갈비vs철판 닭갈비! 2가지 방법 중 제이슨과 친구들의 PICK은? ▷ 막국수에 설탕 ...,2020-10-22T12:18:39Z
806,하루에 4개 주 강행군…&quot;한국을 봐라&quot; 코로나로 비판 (2020.10.25/뉴스데스크/MBC),T6qHrcEDdms,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,"미국 대선은 경합주를 둘러싼 두 후보의 경쟁이 치열한데요. 최대 경합주인 플로리다 유세에서, 바이든 후보 지원에 나선 오바마 전 대통령이 한국의 코로나 상황을 ...",2020-10-25T11:24:19Z
807,마성의 &#39;치즈 닭갈비&#39;로 완벽한 저녁 식사! l #어서와한국은처음이지 l EP.162,N_UMqCgSbzE,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,어서와 CEO 크루는 처음이지? 배달 업체 공동대표들의 특별한 춘천 여행! ▷ 숯불 닭갈비vs철판 닭갈비! 2가지 방법 중 제이슨과 친구들의 PICK은? ▷ 막국수에 설탕 ...,2020-10-22T13:11:13Z
808,밀면? 냉면? 면이즈뭔들! 어서와 밀면&amp;냉면은 처음이지? l #어서와ZIP l #어서와한국은처음이지,--SOCnQ3OtE,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,물냉면이면 어떠하리 비빔냉면이면 어떠하리~ 면음식은 사랑입니다.. 계절 상관없이 진리ㅠㅠ 닮은 듯 다른 밀면과 냉면을 처음 먹어 본 어서와 친구들의 반응은?,2020-10-23T02:30:00Z
809,(일본 반응) 한국의 K2 흑표 전차와 K1A1 전차를 보유한 세계 최강 7군단의 저력!,IHnq3ZnysYY,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,한국군 기갑부대 전차 전력 세계 3위 3세대 이상의 전차를 미국 러시아 다음으로 가장 많이 보유하고있는 강대국 한국! 해외반응! 한국은 일본 중국 보다도 더 많은 ...,2020-10-24T10:10:44Z
810,한국의 길거리 토스트를 먹어보고 깜짝 놀란 이탈리아인 반응,-MV-f_huej4,어썸 코리아 Awesome KOREA,UC9HNi_aAXBgpI2zhibOAfAA,아련한 추억의 맛.. 길거리 토스트 한입 베어무는 순간 천국을 경험하게 되죠.. 한국의 길거리 토스트를 먹어본 이탈리아인의 반응은 어땠을까요? ♥영상이 재미있으 ...,2020-10-26T09:30:00Z
811,한국의 고급차를 타보다가 화난 영국 아저씨의 실제 반응,tNJCiar-lro,어썸 코리아 Awesome KOREA,UC9HNi_aAXBgpI2zhibOAfAA,본 영상은 유료 광고를 포함하고 있지 않습니다 오늘은 영국 아저씨 필서방씨가! 한국의 자랑 제네시스 GV80을 시승해봤는데요! 과연 영국 아저씨의 반응은 어땠을 ...,2020-10-27T10:30:02Z
812,중국반응│외국인이 이해할 수 없는 한국문화│한국인도 이유를 잘 모르는 우리의 습관│이거 대답해 주실 분│중국어로[路],cFNAIyUdSiA,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,우리는 당연하게 하고 있는 것들이 외국인에게는 참 이해하기 어려운 문화로 느껴질 수 있습니다 게다가 사실 우리도 그 이유를 말하기 어려운 것들이 있죠?ㅎㅎㅎ ...,2020-10-26T09:30:01Z
