,title,video_id,channel_title,channel_id,description,date,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
2709,Jessi (제시) - &#39;눈누난나 (NUNU NANA)&#39; MV Reaction / Review,PmfL1poYGYE,RT TV,UCa9T0y46uK5FzJT-8tLBFeQ,Jessi (제시) - '눈누난나 (NUNU NANA)' MV Reaction / Review SUBSCRIBE: http://bit.ly/RTTV_yt | Like/Share/Comment Original Link ...,2020-07-30T23:47:59Z,910234,21455,250,0,539
2710,기생충이 한국영화였어?? 영화 &#39;기생충&#39;을 본 일본인 친구들의 반응 #한일커플 #한국영화 #기생충,GvhdkOn_jd8,웅짱TVうんちゃんTV,UCQADnOfZo748epEm-PVgtLg,지난번 짜파구리 영상으로 어떤 영화를 볼지는 다들 짐작하셨으리라고 봅니다 ^^ 오랜만에 모인 완전체 멤버로 영화 '기생충'을 보았습니다!! 영상 재밌게 봐주시면 ...,2020-07-29T09:00:04Z,323516,4476,120,0,409
2711,외국인들이 말하는 세계 랭킹 2위인 한국 여권의 힘?!,WPzFnG0n274,코리안브로스,UCIB_oNqi62rKnPFb3Toaozw,여권 Index는 https://www.passportindex.org/byRank.php?f=이곳에서 참고하시면 됩니다!! 좋아요와 구독은 필수!   Don't forget to like and subscribe!,2020-08-03T10:00:09Z,1081365,8747,240,0,1321
2712,이수(ISU)-잠시만 안녕을 본 외국인들의 반응 Feat.한국인이라고?,Xqut8LhismU,세컨라이프 SECOND LIFE,UCObHmOh3z6Ps2ko1b8E9q5w,안녕하세요 세컨입니다. 이번 영상은 김나박이 중 이수 형님의 '잠시만 안녕' 을 준비했습니다 별 기대없이 듣던 외국인 친구들도 몸을 들썩이더라구요 ㅎㅎ * 영상 ...,2020-07-29T10:03:10Z,54535,517,22,0,95
2713,애교 많은 외국인 아내에게 커피머신 깜짝선물 해주니 반응이!? | 국제커플 | Surprise Present | International Couple,K-plpHn_XNY,구텐탁TV International Couple,UCLPbTtnFyh2fig8wIuZDU6Q,AMWF#국제부부#깜짝선물 아침에 커피가 없으면 힘들어하는 리나 항상 커피를 사 먹었는데.. 드디어 커피 머신을 선물해 줬어요! 커피 머신을 발견한 리나는 어떤 ...,2020-08-03T08:46:24Z,271372,6046,96,0,434
2714,한국인 vs 미국인 국가를 바꿔서 불러본다면?  한국인과 미국인의 놀라운 반응,hwvFZXGE5Vw,BODA 보다,UCoCvTlU0KpNYwnMIgs7MPrA,애국가 #소향 #알리 #그렉 #미국군인 #BODA 오늘은 미국에서 온 브레넌씨와 한국인 찬영씨가 한국인이 부른 미국 국가와 미국인이 부른 애국가를 비교해봤는데요 ...,2020-08-01T04:00:03Z,31798,661,18,0,69
2715,Jessi (제시) - &#39;눈누난나 (NUNU NANA)&#39; MV | REACTION,uqr2PpVX8-8,FO Squad Kpop,UCQ99CmIeeIL6CNR6vHAf9Wg,More videos on our Patreon: https://www.patreon.com/fosquadkpop Follow Us On Twitch: https://www.twitch.tv/fosquad MORE K-POP REACTIONS HERE: ...,2020-07-30T15:00:17Z,516450,26179,488,0,1142
2716,[한글자막] 소향 인연 해외반응 | Sohyang Fate Reaction,AvVOMyUcRv8,Kraze Reaction,UCthZn33eTImIZputbL1UnRA,소향 인연 해외반응 [한글자막] | Sohyang Fate Reaction Another incredible performance by the one and only Sohyang! 하나 뿐인 소향의 또 다른 놀라운 공연!,2020-07-31T09:00:06Z,939459,10070,287,0,243
2717,&#39;외국인들이 만든 한국어 공감 짤&#39; 외국인 반응,xiRscj6UjjY,에이 스토리 A STORY,UCudezj2i6R94QOPqGJhbZwg,오늘은 미국에서 온 에밀리님를 모시고 외국인들이 만든 한국어 관련 짤들을 함께 보면서 이야기 해보았습니다. 오히려 한국어가 쉽다(?)는 에밀리! 궁금하시다면 ...,2020-07-30T09:30:09Z,685278,10504,105,0,1150
2718,(Eng) 데뷔한 아이돌이 못 추는척 하다가 갑자기 잘 춘다면 연습생들 반응은!? 신인그룹 BECZ(비커즈)의 이벤트 ★햄프리덤 가수 몰래카메라 14편★,1AD7ts2Rvkk,햄크루 HEMCREW,UCsuVSaufeMdN4acuR5KAlJg,연습생몰카 #댄스몰카 #비커즈 안녕하세요 햄크루 HEMFREEDOM CREW (햄프리덤 크루) 입니다!! 위댄스스튜디오에서 연습하고 있는 아이돌 지망 연습생들에게 ...,2020-08-01T09:00:23Z,55706,936,18,0,69
2719,[놀면 뭐하니?] 잔뜩 긴장한 유두래곤...! 성공적인 싹쓰리의 첫 데뷔 무대~ 20200801,P1l4wydMoTE,MBCentertainment,UCiBr0bK06imaMbLc8sAEz0A,More 'Hangout with Yoo' clips are available iMBC http://www.imbc.com/broad/tv/ent/hangoutwithyoo/vod/ WAVVE ...,2020-08-01T11:16:17Z,624673,9608,93,0,473
2720,[MV] IU (아이유) - Palette (팔레트) (Feat. G-DRAGON) | REACTION!,iaS4HG8eI_c,NunReacts,UChqMfcYZRbpVqgnPW7jMaJg,Follow me on Instagram! ID: nun_ukwis Hope you guys enjoyed this video! Be sure to leave a like and subscribe to my channel for daily entertainment! Link to ...,2020-08-04T09:02:05Z,298246,4720,47,0,1434
2721,"미국 공포 영화를 본 10대 여고생들의 반응 (리액션, 반응, 귀신)│우리들의이야기 [ENG CC]",UEZEJ_NC2Y0,하이틴에이저 Hi-teenager,UCtCgJ6RAwOHQK15FitaLgoQ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 촬영내내 배아파 죽는줄 ㅋㅋㅋㅋㅋㅋㅋㅋ #공포영화 #리액션 #SCP ▷ 출연진 이미현 (19) @o2.o6m 유튜브 : 미동이 이지수 (19) ...,2020-08-03T10:30:48Z,252318,8536,64,0,478
2722,BTS를 아직도 모르는 미국친구들 ON Kinetic Manifesto 해외반응!,5kVouvVxFyE,Hi Kpop,UCE6thhmKoL7McVWOHgwglmQ,채드와 브랜든이 BTS를 아직도 모르는 친구들에게 ON - Kinetic Manifesto 뮤비를 보여줍니다! Blackswan을 전에 본 적이 있는 친구는 블랙스완과 ON이 정말 같은 ...,2020-07-29T05:07:20Z,1126618,38664,458,0,1070
2723,(여자)아이들((G)I-DLE) - &#39;덤디덤디 (DUMDi DUMDi)&#39; Official Music Video | REACTION,kPFur39qCEE,RT TV,UCa9T0y46uK5FzJT-8tLBFeQ,(여자)아이들((G)I-DLE) - '덤디덤디 (DUMDi DUMDi)' Official Music Video | REACTION SUBSCRIBE: http://bit.ly/RTTV_yt | Like/Share/Comment Original Link ...,2020-08-04T07:46:08Z,67269,2909,41,0,121
2724,[로스트아크] 6개월만에 드디어 나온 시즌2 영상을 본 2년차 유저의 반응,VaRzPallvaU,로마러,UC9nWoDbRAl3-fvreBNeStKQ,"읽어주세요 ▽▽▽▽▽▽▽ Romarer is Coming ~!! -구독과 좋아요, 알림 설정 부탁드립니다 (__)꾸벅 ☆매주 토요일 종합게임, 일요일 먹방 업로드 ☆아프리카 TV, ...",2020-07-30T06:59:48Z,32091,190,27,0,46
2725,외국인과 한국인 남녀가 해보는 밸런스 게임 (수위 조절),_bKdk8JrgC4,코리안브로스,UCIB_oNqi62rKnPFb3Toaozw,"함께 만들어 가는 Social Value Platform, SOVAC ☞SOVAC이 궁금하신 분들은 유튜브 채널을 참고해주세요~* https://www.youtube.com/channel/UCa2V... 오늘은 ...",2020-07-29T10:00:10Z,161768,3066,33,0,153
2726,[꾼맨 알렝꼬] 김치 만두 수제비를 먹어본 체코 처가댁 반응 ?! Czech tries KIMCHI SUJEBI MUKBANG 먹방,Dm3VFJnG87Y,꾼맨 KKUNMAN,UCzjiRWjfbtHwdpSLTs0LzUw,Subscribe and like for more videos ! 알렝꼬&꾼맨 구독 부탁드립니다 ▷ SUBSCRIBE/구독▷ https://bit.ly/2ud6QY2 INSTAGRAM▷ ...,2020-08-02T10:30:01Z,107518,4841,40,0,278
2727,최근 본 단편영화중에서 진짜 최고로 소름 돋았던 &#39;웃고있는 남자&#39; (진심 개소름주의),ZE9sD3wuHDg,홍시네마,UCtwxuughKbSAV0e4bnz4ORg,"홍시네마 #단편영화 #스마일링맨 늦은 밤, 소름돋고 기괴한 표정과 몸짓을 하며 자신을 따라오는 무서운 남자를 만난 사람의 이야기 [홍시네마 구독]↓ ...",2020-08-04T08:00:07Z,1739690,16206,430,0,3027
2728,[한글자막] 로저 삼촌의 계란볶음밥 영상 리액션하기,8OdCHk7HhGc,지구별,UC4zEhcqKJzRXN5YWufY5sRw,최근 핫한 영상인 로저 삼촌의 BBC food 계란볶음밥 리액션 영상을 번역해봤습니다. 자막달다가도 웃겨서 죽을뻔했어요. 재밌게 봐주세요 :-D 번역을 원하시는 영상 ...,2020-07-31T07:34:37Z,597028,7449,162,0,1995
2729,"(BTS)정국 (Jung Kook) 10000 시간 / 완벽한 영어발음, 천사 목소리 극찬 해외반응 /Reaction Mashup",M5p5HvJSYb8,HS storyboard,UCl4W8g45fXkwAiFkQD4FQBQ,"정국이가 부른 10000 시간, 해외반응은 정국이의 완벽한 영어 발음에 놀라고 오리지널 송 보다 더 낫다는 극찬의 반응입니다. 영상안에서 재미있는 반응 즐기시길 ...",2020-08-04T23:00:02Z,123469,2639,25,0,95
2730,방탄소년단 정국 헤어&amp;메이크업을 하고 길거리에서 춤을 췄더니.... 사람들 반응ㅎㄷㄷ,mnb5cVOP9Eg,니후Nihoo,UCRkBBXlng9x1PBS4bZs9oZg,"방탄소년단 정국 커버 헤어&메이크업 하고 길거리에서 춤을 춘다면 사람들 반응은 어떨까요!? * 불펌 금지 * 무단으로 영상 불펌하여 업로드를 할 경우, 법적 조치를 취 ...",2020-07-29T09:00:13Z,1528557,34430,701,0,1447
2731,페이커 뺨치는 반응속도,rXjJqq1AuvQ,백크 Baekk,UCugNO83_V7xZLzCsjpABGeg,재밌게 시청해주세요! 모든 문의사항은 bkh173999@gmail.com.,2020-08-04T03:40:57Z,6142482,51881,668,0,4535
2732,해볼 만큼 해봤습니다..😎 외국 으른(?)들이 알려주는 각국의 연애 스타일 ※취존 필수※ / 별다리 외사친 [ENG/SPA SUB],YN4ejo_CKL8,별다리 유니버스,UCIuteB_3eGG7s_WvPYeZcOg,안녕 지구인들! 우리 손 크기 대볼래~? (부끄/// 무슨 소리인지 알지?) 오늘은 설렘설렘한 한국식 썸과 으른으른(?)한 외국식 썸! 그리고 만국 공통 문제(?)인 연애에 ...,2020-07-30T08:00:06Z,170715,4029,47,0,272
2733,히밥을 모르는 사장님에게 식당가서 몰래카메라 해봤습니다. (일반인 리얼반응) korean mukbang eating show 히밥,BPnMg-DxQi4,히밥heebab,UCA6KBBX8cLwYZNepxlE_7SA,인천송도곰탕#리얼반응#몰래카메라 송도곰탕 다시보기 무 편집본 풀 영상 링크 ↓ http://vod.afreecatv.com/PLAYER/STATION/58930382 ☆광고 아님☆ ...,2020-08-03T11:00:02Z,1728124,19100,592,0,1277
2734,[#골라보는] 지상에서 더블 악셀 팽이 턴 하는 빨간수트 카이!!💫 엑소(EXO) 놀토 춤+개인기 모음♬│#놀라운토요일 | #Diggle,pNj0d9hegBU,tvN D ENT,UCsRIHt5FkbGc6cQtCxt-ufA,"골라보는 #놀라운토요일 #WhattoWatch #Diggle #디글 쏘옥쏙 재밌는 장면만 골라보는 드라마&예능! Let's giggle, :Diggle! 방송국놈들이 덕질하는 채널 디글 구독 ...",2020-07-29T04:51:31Z,1881931,58855,433,0,1287
2735,창원여자 도아가 느낀 경상도 욕설vs서울 욕설 차이ㅋㅋㅋ,V4pzEnFIaCo,도아TV,UCOqeF8PL2vH0vsRD_tnzY8Q,광고문의(도아) : lyl0905@naver.com ♤ 개인인스타 : doa_s2 ♤ 공구인스타 : doa_ss22 ♤ 생방송 : www.afreeca.com/lyl9095 ♤ 페이스북 : 이예린 #사투리 #서울말 ...,2020-08-03T12:37:50Z,378276,4639,253,0,456
2736,방탄소년단 ‘뱁새’ 가사 영상 리액션 | BTS &#39;Baepsae&#39; lyrics Video Reaction,gyfhwoQMkdM,프리액션 FreeAction,UCBreGwH4KMKAKjyOmPiJGSQ,"안녕하세요 프리액션입니다 요청해주신 음악입니다 :) 재밌게 즐겨주세요! * 라이브 무대 리액션은 다음 영상으로 만나요! Hello, I'm FreeAction. This is the music you ...",2020-08-03T07:30:01Z,84247,4471,17,0,244
2737,Classical Musicians React: Day6 &#39;Time of Our Life&#39; vs &#39;Sweet Chaos&#39;,-v73MRIu_3k,ReacttotheK,UCPnsmwVKhDJoO7jLKfX0Wxw,"For the 88th and FINAL reaction video of Season 4 of this series, classical musicians react to Day6's 'Time of Our Life' vs 'Sweet Chaos' MVs. Watch Time of Our ...",2020-08-02T12:50:53Z,318198,22776,33,0,1077
2738,강원도 여행: 동해안 가리비 구이 먹방! 1kg 가리비 외국인반응 Feat. 가리비라면!,Ys4ut0oPk0c,Eating what is Given 오스틴,UC_lPYQ5ddh506aZ9CcEUIig,"강원도여행 #가리비구이 #오스틴 E.W.I.G. Matjip Guide!! 맛집 지도요! : https://bit.ly/matjipguide New Merchandise Shop! 티셔츠, 앞치마, 후드티: ...",2020-08-04T07:30:01Z,32843,1726,5,0,214
2739,[AMWF] Trying HUGE Korean Army Stew With SOJU! | COUPLE MUKBANG | Korean Foods Home Cooking,VGDlY5FmDwQ,제이케이바이브 JK Vibe,UCTUqVdJeP_gYEPUFzdYLB2Q,"Thanks for watching the video Don't forget to subscribe and give us thumbs up!!! And follow our Instagram as well^^ Also, Please subscribe to both Kayla's ...",2020-08-03T12:19:43Z,154753,5117,71,0,423
2740,K-트롯 세계진출 각★ &#39;찐이야&#39; 영어 ver. (a.k.a JIN JIN JIN) l #어서와한국은처음이지 l EP.150,Nlyr5RHDwdM,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,미국 그렉의 소울 충만 애국가&영탁의 트로트 버전 애국가 대 공개! ▷ '찐찐찐찐 찐이야♬' 영탁의 글로벌 진출을 위해 그렉이 준비한 특급 프로젝트는? ▷ 테러블 투 ...,2020-07-30T12:32:34Z,46382,2563,19,0,211
2741,김범수는 김나박이를 알까? 나무위키 처음 읽어보는 범수형 현실 반응! 흑역사 공개ㅋㅋㅋㅋㅋㅋ [범수의 세계],7Ur3Ixho-z8,범수의 세계,UCDk4abvZVdywcJHKbCNnD7A,"김범수 #나무위키 #김나박이 범수로운 슬기생활, 김범수의 취미생활을 보여드립니다. 저에게 어울리는 취미 생활을 추천해주세요. 매주 금요일 오후 6시에 업로드 ...",2020-07-31T09:00:03Z,468897,7456,91,0,1086
2742,&quot;아줌마가 사연이 많아서.. 한 곡만 부르고 갈게&quot; (Feat. 백지영) | ODG,U7_x-1vRrIA,odg,UCpjm6R2yqu1GZjYtsIiXR5w,You were a kid once. ODG STUDIO www.odg.kr.,2020-07-29T10:00:13Z,12820886,126476,2187,0,18174
2743,[하이라이트/비스트] 방송사고로 강제 生 라이브 인증한 하이라이트! 격렬한 춤에 갓벽한 라이브 입증한 아이돌! 강제 MR 제거 영상,4JJ9y9z3GsI,노래하는 양요섭,UCpTnr8QwBDCo4I40y6TsOPg,"""라이브 논란은 커녕, 춤추면서도 안정적으로 라이브하는 실력으로 유명해진 아이돌"" _ 음악 방송 환경이 좋지 않던 비스트(Beast) 시절부터 하이라이트로 활동한 ...",2020-07-30T17:28:58Z,254496,6902,50,0,586
2744,미국에서 아싸였던 나를 인싸로 만들어준 영어회화 팁,PY51cjCfzfI,진저 Jinger Cho,UCyAQOTYHZAFAxrmK_GvbLIg,랭디 1:1 수업 무료 체험해보기 https://langdy.net/english?ch=y10bk83 ○수강권 신청 시 할인 코드 jinger 입력하고 최대 2만원 할인 받아보세요. ○제가 지금까지 ...,2020-08-03T10:00:16Z,50505,1017,18,0,130
2745,내 친구에게 피순대를 소개합니다! 전주 피순대 외국인 반응! Feat. 대전 태평소국밥 @Full Belly Travels,QbflBooaRKk,Eating what is Given 오스틴,UC_lPYQ5ddh506aZ9CcEUIig,전주여행 #피순대맛집 #오스틴 Subscribe to Full Belly Travels!: https://www.youtube.com/channel/UCmKnwCZus5_PfjzO7Wlc6-Q E.W.I.G. Matjip Guide!,2020-08-02T04:00:11Z,29778,1468,4,0,175
2746,다들 동남아로 가는데 한국은 왜?? // 한국에 60개 해외 기업이 전세계 24개국에서 들어오자 일본이 대충격을 받은 이유 [일본 반응],fKxvJ5eNKtE,여왕TV,UCckjEfoWAH2xDbFY1Fb96cw,해외 일본 반응입니다.,2020-07-31T09:57:02Z,102818,3594,84,0,95
2747,[단독🎧미공개] 소향 &#39;His Eye Is On The Sparrow &amp; 애국가&#39;♬ 매주 (일) 밤 11시 방송,BZIp5Ue8SvQ,Beginagain 비긴어게인,UC8WoHUeN-eLynnLKGkwajYQ,〈비긴어게인 코리아〉 미공개 영상은 '비긴어게인 유튜브 채널'에서 보실 수 있습니다 〈비긴어게인 코리아〉 매주 (일) 밤 11시 방송! #소향 #비긴어게인미공개 #비긴 ...,2020-07-29T09:06:22Z,649641,12166,128,0,1349
2748,"[일본반응] 일본 하루 감염자가 사상 최다인 1463명을 기록했다. 사흘 연속 1000명이 훨씬 넘고, 줄어 들 요소가 없다. 패닉에 빠져 있는 일본 누리꾼 반응.",yGV4F5onFh0,돌쇠뉴스,UC8Vf0MqTeSWMQ3s1Vuulwvg,"안녕하세요? 돌쇠, 인사 올립니다! 오늘(31일) 일본의 하루 감염자수가 1463명을 기록했습니다. 매일 기록이 경신되고 있는데요, 야후포털 메인에 걸린 기사는 올라가 ...",2020-07-31T13:18:22Z,47451,1279,30,0,139
2749,"필리핀 직원이 난생처음 한국식당에 가서 반한 한국음식, 공기밥 두그릇을 먹네요 ㄷㄷ - 마닐라 생존기 【33】",-WjZ708VFwY,필브로의 필리핀 생존기,UCxZC-zJyzYTnCTLFot427Lg,"필리핀 직원이 난생처음 한국식당에 가서 반한 한국음식, 공기밥 두그릇을 먹네요 ㄷㄷ 필리핀 한국식당에서 한국음식을 처음 먹어 본 미카 과연 좋아할까요?",2020-08-03T10:15:00Z,121367,0,0,0,310
2750,한국인의 천재적인 드립력에 절망해버린 외국인 반응 ㅋㅋㅋㅋ,RUM8ovflc_0,에이 스토리 A STORY,UCudezj2i6R94QOPqGJhbZwg,거의모든것의 이야기 채널 입니다. 여러분의 놀랍고 어이없던 황당한 사연들 제보해주시면 추첨을 통해 소정의 상품을 드립니다. 사연제보 : wognswotjr@gmail.com ...,2020-08-07T10:30:02Z,982119,11050,393,0,761
2751,En)박정현-&#39;꿈에&#39; Indream 들은 외국 소녀들은 어떤 반응을 보일까? / Teenagers react to kpop,3NtnpP7590E,세컨라이프 SECOND LIFE,UCObHmOh3z6Ps2ko1b8E9q5w,안녕하세요 세컨입니다! 오랜만에 영상을 올렸네요 이번엔 조금 어린 친구들에게 한국의 디바를 소개해줬습니다 깊은 공감은 아니었지만 그래도 노래에 담긴 감정과 ...,2020-08-07T14:48:21Z,114444,1305,46,0,118
2752,"&quot;무슨 소리 안들려?&quot; 한국 공포따위 무섭지 않다는 미국인 친구, 참교육 시켜주러 폐병동에 데려갔다가 생긴일..(공포몰카)외국인 반응",NcL6yZ8YpyA,channel CKOONY,UCg3YdmrYGa2O1IySuWvBT0w,미국인 친구와 묻지마 체험 마지막편 산속에 들어가서 다양한 체험을 경험한 미국인 친구 크리스티나의 마지막 체험은 바로 공포 체험!! 귀신따윈 믿지 않는다는 ...,2020-08-09T11:30:10Z,38356,1598,23,0,372
2753,[꾼맨 알렝꼬] 얼음동동 수박화채를 먹어본 체코 승마학생들 반응 ! Students tries watermelon punch MUKBANG 먹방,lkolFSthc9E,꾼맨 KKUNMAN,UCzjiRWjfbtHwdpSLTs0LzUw,Subscribe and like for more videos ! 알렝꼬&꾼맨 구독 부탁드립니다 ▷ SUBSCRIBE/구독▷ https://bit.ly/2ud6QY2 INSTAGRAM▷ ...,2020-08-11T11:15:01Z,382680,8523,95,0,317
