,title,video_id,channel_title,channel_id,description,date
14,일본 사는 외국인들 &#39;일본 사람들 애기 목소리 내는거 너무 싫어!&#39; 왜 귀여운척 해? 토론과 일본 반응,uouR8jPEPaU,호카손,UCKLc2wLXXGVTvqteio5SDtg,후원 링크 https://toon.at/donate/barumi.,2020-07-02T06:09:09Z
15,[한글자막] 김진호 내 사랑 내 곁에  해외반응 | KIM JIN HO My Love By My Side Reaction,w4XCGzK9k0g,Kraze Reaction,UCthZn33eTImIZputbL1UnRA,역대급 눈물 김진호 '내 사랑 내 곁에' 해외반응 [한글자막] | KIM JIN HO My Love By My Side Reaction 안녕하세요! 마음에 드시면 구독 부탁드립니다~! Subscribe ...,2020-07-02T09:00:16Z
16,국뽕 방송 찍다가 팩트폭행 당해 충격 먹은 일본인들 “일본 버리고 한국으로 떠나라” … 한국 네티즌들의 반응은?,IXquoALuoac,뉴스킹,UClOg34aPlf3GWZZ6ojt0WYQ,한국 #일본 #비교 #반응 일본 국뽕 방송에서 세계3대 투자가에게 팩트폭행 당한 일본인들 “일본 버리고 한국으로 떠나라” … 한국 네티즌들의 반응은? 구독을 누르면 ...,2020-07-01T06:55:06Z
17,한국 국내 KBL 농구 선수 덩크 해외 반응 | Top Korean Dunkers?,7VIJjFVGowM,Grant James 쩸스,UCns5E0I_438AYSEk8yY9hDQ,"한국 국내 KBL 농구 선수들 중에 누가 덩크슛을 제일 잘 할 수 있을까? 이승진, Ben Kil, 하승진, 김종규, 김주성, 김민수, 문태영, 이동준, 장재석, 그리고 김선형 선수 ...",2020-07-05T05:23:10Z
18,(EN)박효신 야생화 라이브를 본 외국인들의 충격먹은 반응(feat.시드니) / React to kpop,baYJItDQawk,세컨라이프 SECOND LIFE,UCObHmOh3z6Ps2ko1b8E9q5w,역시 어느나라 사람들이건 똑같은 감정과 귀를 가졌나 봅니다 ㅎㅎ 괜히 제가 자랑스러워 지더라니까여 ㅎㅎ 영상출처 ...,2020-07-05T08:00:13Z
19,장어 넌 감동이었어♡(오늘부터 최애♡) l #어서와한국은처음이지 l EP.146,jrLxhxjB7r0,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,"웰컴 투 무야투어☆ 부상당한 필립을 위해 무야키치가 준비한 특별 이벤트의 정체는? ▷ 충남 아산FC 무야키치X필립, K-리그 성적 부진에 삭발 투혼 감행?! ▷ 한국어 ...",2020-07-02T12:49:05Z
20,영국인이 한국 장어 먹고 충격받을 수밖에 없는 이유ㅋㅋ,7HPPuiU9hhI,영알남YAN,UCHpIHu4LzmNuD8bsE6mZLSA,영국인 테렌스에게 장어구이를 먹여보았습니다. 역시 탑클라스 한국음식 먹방 외국인으로서 이번 영상도 인상깊은 리액션을 보여주었습니다. 빨리 영상에서 확인 ...,2020-07-04T04:00:00Z
21,[해외반응] 혐한 시위와 욱일전범기를 보고 충격받은 외국인 반응,HAUEe1Dbpw0,유럽 속 한국KOREA IN EUROPE,UCpDgjPpKgp1S_Z-TLiCqoNQ,Thanks for watching :) Coming up with more reactions! 참여 인스타그램 @ckppraha Follow us below! 아래 팔로우하세요 Instagram : @buenoplan FB ...,2020-07-07T09:30:01Z
22,"라스트 오브 어스2, 그 장면 &amp; 엔딩 반응 모음ㅣ트위치 클립 일일 하이라이트ㅣ클립라이트",VMadznQ0U0A,클립라이트,UCBQ_wV4Xw3_woG5uOCTuuaw,트위치 #핫클립 #일일하이라이트 구독하시고 트위치 일일 하이라이트 영상 모음 보러오세요!!   *출연 스트리머* 개복어 트위치 : https://www.twitch.tv/dogswellfish ...,2020-07-03T08:00:05Z
23,한국 길거리에 대놓고 있는 &#39;이것&#39;에 깜짝 놀란 외국인 반응,j-wy1mVDKBM,에이 스토리 A STORY,UCudezj2i6R94QOPqGJhbZwg,미국에서 온 신아린님은 한국 길거리에서 '이것'을 보고 처음에 너무 놀랐다는데요?! 그녀를 놀라게 했던 대놓고 있는 이것은 뭐였을까요? 궁금하시다면 지금 영상 ...,2020-07-06T09:30:03Z
24,서울 말고는 딱히... 서울 밖으로 한 번도 나가본 적 없다는 외국인 친구에게 한국 구경 제대로 시켜줬을 때 반응은?! l 에밀리의 첫 지방여행 시리즈 #1,E_bFpAb55sM,젤리Jelly,UCADlchf3ziB9jwxnoAG4JOg,"미국친구 #한국여행 #리액션 ""If you want to know more about the travel services, please visit www.k-travelbus.com for more information."" 비지니스 및 기타 문의 ...",2020-07-05T07:48:40Z
25,한일커플 리액션:미국국가 소향 한국 &amp; Mizmo 일본 /日韓カップルアメリカ国家 ソヒャン韓国&amp;MIZMO 日本 リアクション,-Js1ekeYIn0,ガチューブ [G&M JapanTV-Gatube],UC0v2vtvz7YuDh7wyvqiGBzg,America#Japan#Korea 미즈모 멤버중 미국인이 있어서 미국에 초청된게 아닐까 라는 메그의 의견이 있었습니다. 최대한 상대에 대한 존중을 표하기 위해 미즈모에 ...,2020-07-03T10:00:00Z
26,한국과자 vs 미국과자를 서로 처음먹어본 한국인 미국인 반응은?,4cx71--iIWA,BODA 보다,UCoCvTlU0KpNYwnMIgs7MPrA,swapsnack #미국과자 #한국과자k #해외반응 오늘은 미국에서 온 브레넌씨와 한국인 찬영씨와 미국과자 한국과자를 바꿔 먹어봤는데요 여러분들 맛 궁금하시지 ...,2020-07-04T03:00:01Z
27,CHUNG HA 청하 &#39;PLAY&#39; M/V Reaction by Max Imperium [Indonesia],UNGrGOKPM04,Max Imperium,UCAef1T4-_D7lLa3WTa4tJrA,"This video have some screaming so please lower your volume watch the MV here : https://www.youtube.com/watch?v=UsvoDgmfUwc Sorry, but we are not ...",2020-07-07T01:54:56Z
28,한 조각 먹고 배터지는 줄 알았습니다,PgkiPPJk_jo,쏘대장,UCrktsSopGh4xCdK1WrIKG8g,안녕하세요 오늘은 피자를 먹어봤어요! 그럼 재미있게 봐주세요 Instagram : https://www.instagram.com/thdlqslek/ afreeca TV : http://bj.afreecatv.com/so0oj #이상한 ...,2020-07-02T11:27:10Z
29,eng) CHUNGHA &#39;PLAY&#39; MV Reaction | 청하 플레이 뮤직비디오 리액션 | Fanboy &amp; Fangirl Moment | J2N VLog,lSDSn678L0Y,J2N 제이투앤,UCxtx3Q0HGU3BwRMmmdP5WuA,"All Eng subs are Available   [J2NLog] I thought Chung Ha showed us all of her strengths at Stay Tonight, but it was a total miscalculation, what was her limit?",2020-07-07T11:15:01Z
30,[Remember?] TVXQ! 동방신기 &#39;주문 - MIROTIC&#39; MV,5voVYtmt-w8,Sera Ryu-류 세라,UCEdc9bL-ketM9H6hIxChEPg,Follow Sera Ryu: Twitter: https://twitter.com/ryusera103 Instagram: https://www.instagram.com/ryuserasera/ Support sera @ https://www.patreon.com/seraryu ...,2020-07-03T23:18:19Z
31,[심영을 다시 만나다] &quot;내가 고자라니&quot; 본인 등판... 심영물을 본 심영의 반응,II5j83k2BAY,근황올림픽,UCy1fruN1Tl636SMmyp4x48g,지난해 만나뵈었던 김영인 선생님. 근황올림픽 출연 이후 광고를 찍었다고 연락이 오셨어요. 겸사겸사 인사도 드릴 겸 다시 만나뵈었습니다. 인기를 끌었던 심영물 몇 ...,2020-07-03T08:59:51Z
32,"영국, 미국, 호주인들은 서로의 영어에 대해 어떻게 생각할까?! (※전쟁주의※ㅋㅋㅋ)",F5wiLzCzWvQ,코리안브로스,UCIB_oNqi62rKnPFb3Toaozw,"피 터지는 영국 VS 미국...ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 알맹이만 쏙쏙 넣은 발음 차이 영상입니다! 다음번엔 무슨 이야기를 해볼까요?! ㅡ 알림설정, 좋아요, 그리고 구독은 ...",2020-07-04T10:00:07Z
33,민지가 맏언니 다라에게 전하고 싶었던 이야기 ※눈물 주의※ l #비디오스타 l EP.204,ngY5M0WeTg4,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,"레어템 특집! 본캐로 로그인하셨습니다 양준일! 최초 고백의 성지 모든 걸 공개하겠다 각종 루머 해명 솔지, 갑상샘 항진증으로 활동 중단 당시, 탈퇴해라 악플에 대한 ...",2020-07-07T13:03:57Z
34,"🇰🇷 reacting to korean ver. netflix and chill, JAYKEEOUT x VWVB™",zHAd64wibY0,JAYKEEOUT,UCyTQoMLiPfsRLHBJBtMXKYg,reacting to memes only foreigners in korea relate to produced by JAYKEEOUT x VWVB™ a new talk show series [SLEEP OVER AT JAY'S] let us know what we ...,2020-07-05T06:04:01Z
35,[한글자막] 소향 린온미 해외반응 | #Sohyang #LeanOnMe #Reaction,MwSf7rfDeLs,Kraze Reaction,UCthZn33eTImIZputbL1UnRA,소향 린온미 해외반응 [한글자막] | #Sohyang #LeanOnMe #Reaction 안녕하세요! 마음에 드시면 구독 부탁드립니다~! Subscribe for more free YouTube ...,2020-07-03T10:00:15Z
36,[국제커플] 🐷 미국인 여자친구의 인생 첫 보•족(보쌈&amp;족발)세트 도전!!!,PdaiKiZc6Jg,꿀잼커플 [Juo & Lindsey],UC8VBTvc1Bk_xJebFeRwjC3Q,"좋아요, 구독 부탁드려요~! Please LIKE & SUBSCRIBE! ✨ Lindsey-https://www.instagram.com/lindsey_lovesyouu/?hl=en ...",2020-07-03T09:00:16Z
37,청하 (CHUNG HA) - &#39;PLAY (Feat. 창모 (CHANGMO))&#39; M/V | REACTION,2PAg9osUd_s,FO Squad Kpop,UCQ99CmIeeIL6CNR6vHAf9Wg,청하 (CHUNG HA) - 'PLAY (Feat. 창모 (CHANGMO))' M/V | REACTION More videos on our Patreon: https://www.patreon.com/fosquadkpop MORE K-POP ...,2020-07-06T12:40:45Z
38,&quot;방탄소년단&quot; 웃음참기 저희도 도전해봤습니다! l &quot;BTS&quot; Try Not To Laugh Challenge l ENG sub,ufV4c4oilqc,LOVEND,UCv4qze1wXDxP1uBjlXc7AIw,"방탄소년단 #웃음참기 #리액션 #실패 #방탄소년단 #웃음참기 리액션 ㅣ ""BTS"" Try Not To Laugh Challenge 사진 & 짤 출처 : NAVER 출처 : 낮왕 Original clip ...",2020-07-01T03:00:11Z
39,더운 여름을 시원하게 날려줄 안예은의 &#39;능소화&#39;♬ l #비디오스타 l EP.204,6HOcsLs8l64,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,"레어템 특집! 본캐로 로그인하셨습니다 양준일! 최초 고백의 성지 모든 걸 공개하겠다 각종 루머 해명 솔지, 갑상샘 항진증으로 활동 중단 당시, 탈퇴해라 악플에 대한 ...",2020-07-07T13:04:18Z
40,[#핵심노트] 스피킹에 강한 조세호 영어 실력 모음★ 길에서 외국인 만나도 토크 가능!│#유퀴즈온더블럭 #디글,tPyB1lfeYMc,디글 :Diggle,UCWYzc_p0GgfCepIWDHGFmEg,유퀴즈온더블럭 #Diggle #디글 tvN 예능 핵심 장면만 쏙쏙   [#핵심노트] 방송국놈들이 덕질하는 채널 디글 구독하기! :Diggle ☞ https://bit.ly/2Urls34.,2020-07-01T09:00:14Z
41,‘피프스 하모니’ 뮤직비디오를 처음 본 여자아이돌 연습생의 반응,i952oFiEVcI,Y,UClPkwOdmcC_KL28MRztsIXQ,오늘은 피프스 하모니에 대해 알아봤습니다. 와이픽처스 패널들의 리액션을 보고싶다면 다른 주제도 추천해주세요 :) 0:00 INTRO 0:10 That's My Girl 2:15 Worth It (ft.,2020-07-02T10:00:12Z
42,[꾼맨 알렝꼬] 잡채를 먹어본 체코 승마클럽 학생들과 우리도시 시장님 가족분들 반응 ?! Czech tries korean japchae MUKBANG 먹방,HLg1g9qSIr8,꾼맨 KKUNMAN,UCzjiRWjfbtHwdpSLTs0LzUw,Subscribe and like for more videos ! 알렝꼬&꾼맨 구독 부탁드립니다 ▷ SUBSCRIBE/구독▷ https://bit.ly/2ud6QY2 INSTAGRAM▷ ...,2020-07-05T11:15:01Z
43,"&quot;아저씨, 가수해도 되겠어요&quot; (Feat. 신용재) | ODG",uCUQ4_HnRc0,odg,UCpjm6R2yqu1GZjYtsIiXR5w,You were a kid once. ODG STUDIO www.odg.kr.,2020-07-02T10:00:11Z
44,"[#현지에서먹힐까?미국편] 비계가 싫다고 했지, 삼겹살이 싫다고는 안 했어^^ 몸에 필요한 지방(?) 가득,, 완전식품 삼겹살 덮밥! | #Diggle",dohHjYFf8PM,tvN D ENT,UCsRIHt5FkbGc6cQtCxt-ufA,"현지에서먹힐까?미국편 #Diggle #디글 Let's giggle, :Diggle! 방송국놈들이 덕질하는 채널 디글 구독하기! ;Diggle ☞ http://bit.ly/2Urls34.",2020-07-04T13:01:00Z
45,한국인이 보면 웃음 참기 힘든 외국 영화 속 G렸던 한국의 모습들..,xPRCUOvzGuo,지무비 : G Movie,UCaHGOzOyeYzLQeKsVkfLEGA,"지무비 #G리는시리즈 #한류 13번째 G리는 시리즈 , '외국영화 속 G렸던 한국의 모습들'입니다. ▷ 지무비 채널 멤버십 가입 https://goo.gl/LrQJgy ▷ 지무비 공식 인스 ...",2020-07-04T04:30:10Z
46,eng) K-pop Trainee REACTION to &#39;DDU-DU DDU-DU&#39; - BLACKPINK Coachella Stage | 블랙핑크 코첼라 리액션,7iOw1z9NsXA,YOURS 유얼스,UCudOVggT4r5yw_OVDnlhmVg,"Hi, Myme! We brought you a reaction video of BLACKPINK's stage at Coachella Festival. More about YOURS: Instagram ...",2020-07-01T13:00:03Z
47,[AMWF] HUGE Korean Seafood Soup MUKBANG With Soju! | How Well Can Korean Guys REALLY Drink?,-DFc9BaXBgI,제이케이바이브 JK Vibe,UCTUqVdJeP_gYEPUFzdYLB2Q,"Thanks for watching the video Don't forget to subscribe and give us thumbs up!!! And follow our Instagram as well^^ Also, Please subscribe to both Kayla's ...",2020-07-04T12:36:24Z
48,Reaction to &quot;WITCH&quot; from MNET&#39;s GOOD GIRL,6TXLkukMOB0,Step Your Kitty Up,UCcw-Qu3omorhahyYBlYb8Ig,"HELLO ALL! We're back with another highly requested reaction, we're pumping them out as fast as we can so we hope you enjoy our reaction to WITCH!",2020-07-02T07:06:25Z
49,브금만 남은 갓겜. 메이플스토리 BGM 월드컵 (메이플),DNm8DdMqb3M,김진솔,UC2qm7lVDDnGuvNj6D9jHFkA,"메이플 띵곡 너무 많아 진짜 고르기 너무 힘들었다 댓글,좋아요는 큰 도움이 됩니다. ○보완할 점이나 문의사항 있으신 분들은 jjinsol23@naver.com 으로 문의 ...",2020-07-02T10:00:08Z
50,EN) 나얼 바람기억 LIVE를 외국인 댄서들에게 보여줬더니 반응이..Dancers React to NAUL - Memory of the wind(feat.시드니),HiA_GQYgnvI,세컨라이프 SECOND LIFE,UCObHmOh3z6Ps2ko1b8E9q5w,안녕하세요 세컨라이프의 세컨입니다. 지난 영상에 이어 이번엔 한국의 대표적인 가수인 나얼의 바람기억을 준비했습니다. 같은 엔터쪽의 외국인들도 인정할 정도면 ...,2020-07-12T05:16:51Z
51,한국의 현실 남매 짤을 보고 빵터진 외국인,P3RAf4AcFkc,에이 스토리 A STORY,UCudezj2i6R94QOPqGJhbZwg,오늘은 미국인 에밀리님을 모셔놓고 한국의 현실 남매짤을 함께 보았습니다 과연 현실 남매짤을 본 에밀리님의 반응은 어떨까요? 궁금하시다면 지금바로 영상보시죠!,2020-07-12T04:30:01Z
52,"변호인 해외반응, 한국에는 이런 대통령이? 실화기반",qroBOoG0-2I,하이채드 Hi Chad,UCY7grSEoAYdkcVpzc3-zUxw,70% 절약 + 1 개월 무료! https://nordvpn.com/hichad 프로모코드: hichad 채드와 채드의 여동생 머라이아가 한국 영화 변호인을 같이 봅니다! 머라이아와 오랜만에 ...,2020-07-09T07:08:10Z
53,BLACKPINK 블랙핑크 How You Like That 해외반응 한글자막 2편! 노래 중독성 실화?,p195e22vtyE,국뽕,UC5vddhhQ6KWhn-E5ULu8JZg,블랙핑크 How You Like That 해외반응 한글자막 BLACKPINK How You Like That 리액션 Reaction 한글자막 ✓ BRISxLIFE ...,2020-07-10T15:40:54Z
54,[한글자막] 아이유 에잇 해외반응 | IU Eight Reaction,wt0-_GrAcPo,Kraze Reaction,UCthZn33eTImIZputbL1UnRA,"[한글자막] 아이유 에잇 해외반응 | IU Eight Reaction 이 음악은 슬프고 동시에 고양됩니다. 아이유의 목소리는 너무 달콤해. 정말 좋은 노래, 에잇. This music is SAD ...",2020-07-09T09:00:19Z
55,[꾼맨 알렝꼬] 한국식 핫도그를 먹어본 체코 승마학생들 반응 ?! CZECH tries CORN DOG MUKBANG 먹방,D2SIuCNiiBo,꾼맨 KKUNMAN,UCzjiRWjfbtHwdpSLTs0LzUw,Subscribe and like for more videos ! 알렝꼬&꾼맨 구독 부탁드립니다 ▷ SUBSCRIBE/구독▷ https://bit.ly/2ud6QY2 INSTAGRAM▷ ...,2020-07-12T10:00:09Z
56,[해외반응] 음악대장 돈크라이 Don&#39;t Cry 복면가왕 해외 반응 (reaction),qEPqK9YekE0,하호키,UCqGbhLap4Pdr2egZcXwHNaA,[해외반응] 음악대장 돈크라이 Don't Cry 복면가왕.,2020-07-10T04:58:08Z
57,"외국인들이 처음으로 한국의 건강식을 먹어본다면?! (feat. 삼계탕, 장어구이, 홍삼)",JzjGK_LZWdo,코리안브로스,UCIB_oNqi62rKnPFb3Toaozw,이번에는 외국인 분들이 한국의 건강식품들을 먹어본 반응이었는데요!ㅋㅋㅋㅋ 다음엔 어떤 리액션을 해볼까요? *해당 콘텐츠는 ㈜한국인삼공사 정관장으로부터 ...,2020-07-11T10:00:13Z
58,한의원 처음 가보고 충격받은 영국 오총사?! 영국 오총사의 한국 즐기기 22편!,u2CwNO6tbe4,에밀튜브 - EmilTUBE,UC3sVRlvglIebwSpVGCMB--w,"영국 오총사 입는 에밀튜브 옷 ~ https://teespring.com/stores/emiltube-2 지금으로부터 약 2년 전에 톰, 데이비드, 루이와 함께 ""영국 삼총사"" 시리즈를 찍었죠.",2020-07-13T10:32:28Z
59,"영국인, 강남 피부과 클라스에 놀람ㅋㅋ 흑인 피부가 놀라운 이유",w9zTgwwtYOg,영알남YAN,UCHpIHu4LzmNuD8bsE6mZLSA,영국인 테렌스를 데리고 한국의 자랑(?) 피부과를 방문해 보았습니다. 한국이 스킨케어로 정말 유명하기 때문에 경험시켜 주기로 했는데요. 과연 그의 반응은 ...,2020-07-11T04:00:08Z
60,[한글자막] 데이데이 해외반응  BewhY (비와이)_ &#39;DayDay(데이데이),VsBQ3nugmY0,하호키,UCqGbhLap4Pdr2egZcXwHNaA,BewhY (비와이)_ 'DayDay(데이데이),2020-07-09T00:56:50Z
61,"스페인 친구네 초대받아 한국 분식 왕창해주기! 김밥, 만두, 짜파게티 처음 먹어보는 친구네 가족 (김밥 만들기 포함)",kLfPwv0OBMw,[스페인]산들무지개,UCXdEu0yCFd0qBFiDvh6FDBg,스페인 해발 1200m 고산평야에 사는 우리 가족은 친구 초대로 바닷가 친구네에 놀러갔답니다. 아이들이 얼마나 좋아하는지 방학이라 더 신나게 해수욕하면서 놀던 ...,2020-07-12T22:19:07Z
62,곱창 처음먹어본 외국인 반응 | 그냥웃김 | 곱창막창대창 먹방 | Korean food mukbang (Beef Intestines),k-7z71d9GlI,런던오빠 londonoppa,UCrVcyz6_kxd9bx0zaSg50FQ,"영국인 런던형이 한국에서 처음먹어본 곱창막창대창..반응이..(촬영 : 2019. 11월) 인스타 실시간 런던구경 @londonoppaya ❤구독, 좋아요, 댓글은 다음영상 만들때 ...",2020-07-11T03:00:15Z
63,"마이클 볼튼 &amp; 셰인 파일란 소향 Lean On Me , You Raise Me Up 듣고 난후 반응",4XQlWFJr_yw,소향광팬퓨마,UCUBrjUq_JCBlWXwwiOTPXwQ,소향 #Sohyang #소향불후의명곡 #비긴어게인소향 #소향비긴어게인 #마이클볼튼 #웨스트라이프 #Westlife #셰인파일란 #셰인필란 #소향노래듣고난후반응 ...,2020-07-14T23:34:41Z
64,"외국인과 한국인 여자들이 말하는 &#39;거기&#39; 제모?! (feat. 삼각형, 일자..)",hrEmKqPBGNc,코리안브로스,UCIB_oNqi62rKnPFb3Toaozw,오늘은 진짜 필터 없이!!!ㅋㅋㅋㅋㅋ제모에 대해 이야기해보았는데요!!! 정말 저말 궁금해하기도 하고 문화차이가 많이 다뤄질 내용이라 가져와보았습니다~! 여러분들 ...,2020-07-08T10:00:27Z
65,&quot;한국에 미국학생들이 간다면 난리날듯&quot; 미국급식과 &#39;진짜음식&#39;한국과 비교되자 반응폭발 &quot;자기 주머니 챙기는 로비스트가 없기때문&quot;,RAMXU9DqTp8,코리얼리즘,UCGqUYW9QWRkk0acSLoMfSew,최근 한 미국에서 공부하고있는 학생이 올린 한국과 미국의 학교급식차이에 대한 게시물이 엄청난 화제를 일으키고 있습니다. 해외언론에서도 그와같은 사실을 보도 ...,2020-07-11T04:00:03Z
66,감탄만 나오게 만드는 마리아의 &#39;그때 그 사람&#39;♪ l #대한외국인 l EP.91,YfTXi-qsw90,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,한국인보다 한국을 더 잘 아는 10인의 ＜대한외국인＞과 5인의 한국 스타들이 펼치는 예측불허 퀴즈 배틀! 트로트로 만나 한집에 살게 된 ＜한 지붕 트로트 삼 형제＞ ...,2020-07-08T12:49:44Z
67,한국 레전드 가수 &#39;나훈아&#39;를 보고 충격받은 외국 할머니 반응 (ft.홍시),18gMg1H4f4M,BODA 보다,UCoCvTlU0KpNYwnMIgs7MPrA,나훈아 #트로트 #외국인반응 오늘은 영국/프랑스에서 오신 외국 할머니가 한국의 레전드 가수 나훈아를 봤는데요 여러분도 캐런 할머니랑 같이 심쿵하셨나요?,2020-07-09T09:11:27Z
68,박명수의 꽃길을 바라는 김호중의 &#39;My way&#39;♪ l #대한외국인 l EP.91,GNKgomciPlg,ALL THE K-JAM 올더케이잼,UC-VbFgagk6GJGDJgRQIMpZw,한국인보다 한국을 더 잘 아는 10인의 ＜대한외국인＞과 5인의 한국 스타들이 펼치는 예측불허 퀴즈 배틀! 트로트로 만나 한집에 살게 된 ＜한 지붕 트로트 삼 형제＞ ...,2020-07-08T12:51:05Z
